,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,accuracy,no_resposne,onset,duration,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,no_response,size_final_tally
95,,size_choice,,html-keyboard-response,95,164376,0.0-1.0-126.0,0,0,1,,475.0,,,68.0,31.0,31.0,1.0,1500.0,S-S,,S,S,1.0,1.0,thread,screws,thread4,screws8,143.0,127.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws10.jpg,,,93.475,0.475,1.0,thread,screws,S,S,1.0,1.0,thread4,screws8,0.0,
96,,size_choice_confirmation,,html-keyboard-response,96,165403,0.0-1.0-127.0-0.0,0,0,1,,,,,,31.0,,,,,,,,,,,,,,,,,,,,94.5,1.025,,,,,,,,,,,
97,,iti,,html-keyboard-response,97,166905,0.0-1.0-128.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,1.5,,,,,,,,,,,
98,,size_choice,,html-keyboard-response,98,167635,0.0-1.0-130.0,0,0,1,,728.0,,,68.0,32.0,32.0,1.0,2000.0,S-XL,0.0,S,XL,1.0,4.0,die,crane,die7,crane8,106.0,167.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die4.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane10.jpg,0.0,,96.728,0.728,1.0,die,crane,S,XL,1.0,4.0,die7,crane8,0.0,
99,,size_choice_confirmation,,html-keyboard-response,99,168411,0.0-1.0-131.0-0.0,0,0,1,,,,,,32.0,,,,,,,,,,,,,,,,,,,,97.5,0.772,,,,,,,,,,,
100,,iti,,html-keyboard-response,100,170413,0.0-1.0-132.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,2.0,,,,,,,,,,,
101,,size_choice,,html-keyboard-response,101,170891,0.0-1.0-134.0,0,0,1,,476.0,,,68.0,33.0,33.0,1.0,1000.0,M-M,,M,M,2.0,2.0,hairdryer,handsaw,hairdryer3,handsaw3,72.0,82.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer17.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw2.jpg,,,99.976,0.476,1.0,hairdryer,handsaw,M,M,2.0,2.0,hairdryer3,handsaw3,0.0,
102,,size_choice_confirmation,,html-keyboard-response,102,171919,0.0-1.0-135.0-0.0,0,0,1,,,,,,33.0,,,,,,,,,,,,,,,,,,,,101.0,1.024,,,,,,,,,,,
103,,iti,,html-keyboard-response,103,172922,0.0-1.0-136.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,1.0,,,,,,,,,,,
104,,size_choice,,html-keyboard-response,104,173426,0.0-1.0-138.0,0,0,1,,503.0,,,75.0,34.0,34.0,1.0,1500.0,L-L,,L,L,3.0,3.0,garbagecan,cooler,garbagecan9,cooler1,38.0,0.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan12.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler8.jpg,,,102.503,0.503,0.0,cooler,garbagecan,L,L,3.0,3.0,cooler1,garbagecan9,0.0,
105,,size_choice_confirmation,,html-keyboard-response,105,174426,0.0-1.0-139.0-0.0,0,0,1,,,,,,34.0,,,,,,,,,,,,,,,,,,,,103.5,0.997,,,,,,,,,,,
106,,iti,,html-keyboard-response,106,175930,0.0-1.0-140.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,1.5,,,,,,,,,,,
107,,size_choice,,html-keyboard-response,107,176466,0.0-1.0-142.0,0,0,1,,535.0,,,75.0,35.0,35.0,1.0,2000.0,S-L,1.0,L,S,3.0,1.0,cooler,teabag,cooler9,teabag1,8.0,130.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag9.jpg,0.0,,105.535,0.535,0.0,teabag,cooler,S,L,1.0,3.0,teabag1,cooler9,0.0,
108,,size_choice_confirmation,,html-keyboard-response,108,177437,0.0-1.0-143.0-0.0,0,0,1,,,,,,35.0,,,,,,,,,,,,,,,,,,,,106.5,0.965,,,,,,,,,,,
109,,iti,,html-keyboard-response,109,179439,0.0-1.0-144.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,108.5,2.0,,,,,,,,,,,
110,,size_choice,,html-keyboard-response,110,179802,0.0-1.0-146.0,0,0,1,,362.0,,,75.0,36.0,36.0,1.0,3500.0,M-L,1.0,L,M,3.0,2.0,garbagecan,ketchup,garbagecan3,ketchup5,32.0,94.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup3.jpg,0.0,,108.862,0.362,0.0,ketchup,garbagecan,M,L,2.0,3.0,ketchup5,garbagecan3,0.0,
111,,size_choice_confirmation,,html-keyboard-response,111,180945,0.0-1.0-147.0-0.0,0,0,1,,,,,,36.0,,,,,,,,,,,,,,,,,,,,110.0,1.138,,,,,,,,,,,
112,,iti,,html-keyboard-response,112,184446,0.0-1.0-148.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,113.5,3.5,,,,,,,,,,,
113,,size_choice,,html-keyboard-response,113,184914,0.0-1.0-150.0,0,0,1,,466.0,,,75.0,37.0,37.0,1.0,1500.0,M-L,1.0,L,M,3.0,2.0,mailbox,ketchup,mailbox6,ketchup4,45.0,93.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox6.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup2.jpg,0.0,,113.966,0.466,0.0,ketchup,mailbox,M,L,2.0,3.0,ketchup4,mailbox6,0.0,
114,,size_choice_confirmation,,html-keyboard-response,114,185955,0.0-1.0-151.0-0.0,0,0,1,,,,,,37.0,,,,,,,,,,,,,,,,,,,,115.0,1.034,,,,,,,,,,,
115,,iti,,html-keyboard-response,115,187461,0.0-1.0-152.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,1.5,,,,,,,,,,,
116,,size_choice,,html-keyboard-response,116,188250,0.0-1.0-154.0,0,0,1,,788.0,,,75.0,38.0,38.0,1.0,1000.0,L-L,,L,L,3.0,3.0,mailbox,garbagecan,mailbox8,garbagecan4,47.0,33.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox10.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan6.jpg,,,117.288,0.788,0.0,garbagecan,mailbox,L,L,3.0,3.0,garbagecan4,mailbox8,0.0,
117,,size_choice_confirmation,,html-keyboard-response,117,188964,0.0-1.0-155.0-0.0,0,0,1,,,,,,38.0,,,,,,,,,,,,,,,,,,,,118.0,0.712,,,,,,,,,,,
118,,iti,,html-keyboard-response,118,189968,0.0-1.0-156.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,1.0,,,,,,,,,,,
119,,size_choice,,html-keyboard-response,119,190602,0.0-1.0-158.0,0,0,1,,633.0,,,75.0,39.0,39.0,1.0,1000.0,M-M,,M,M,2.0,2.0,basketball,hairdryer,basketball6,hairdryer7,55.0,76.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball2.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer3.jpg,,,119.633,0.633,0.0,hairdryer,basketball,M,M,2.0,2.0,hairdryer7,basketball6,0.0,
120,,size_choice_confirmation,,html-keyboard-response,120,191472,0.0-1.0-159.0-0.0,0,0,1,,,,,,39.0,,,,,,,,,,,,,,,,,,,,120.5,0.867,,,,,,,,,,,
121,,iti,,html-keyboard-response,121,192478,0.0-1.0-160.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,121.5,1.0,,,,,,,,,,,
122,,size_choice,,html-keyboard-response,122,193064,0.0-1.0-162.0,0,0,1,,584.0,,,75.0,40.0,40.0,1.0,3000.0,S-XL,1.0,XL,S,4.0,1.0,crane,thread,crane7,thread5,166.0,144.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread1.jpg,0.0,,122.084,0.584,0.0,thread,crane,S,XL,1.0,4.0,thread5,crane7,0.0,
123,,size_choice_confirmation,,html-keyboard-response,123,193984,0.0-1.0-163.0-0.0,0,0,1,,,,,,40.0,,,,,,,,,,,,,,,,,,,,123.0,0.916,,,,,,,,,,,
124,,iti,,html-keyboard-response,124,196988,0.0-1.0-164.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,3.0,,,,,,,,,,,
125,,size_choice,,html-keyboard-response,125,197959,0.0-1.0-166.0,0,0,1,,970.0,,,75.0,41.0,41.0,1.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,teabag,tractor,teabag7,tractor7,136.0,186.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag10.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor2.jpg,1.0,,126.97,0.97,0.0,tractor,teabag,XL,S,4.0,1.0,tractor7,teabag7,0.0,
126,,size_choice_confirmation,,html-keyboard-response,126,198495,0.0-1.0-167.0-0.0,0,0,1,,,,,,41.0,,,,,,,,,,,,,,,,,,,,127.5,0.53,,,,,,,,,,,
127,,iti,,html-keyboard-response,127,199498,0.0-1.0-168.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,128.5,1.0,,,,,,,,,,,
128,,size_choice,,html-keyboard-response,128,200360,0.0-1.0-170.0,0,0,1,,861.0,,,75.0,42.0,42.0,1.0,1500.0,L-XL,0.0,L,XL,3.0,4.0,garbagecan,car,garbagecan10,car6,39.0,155.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan11.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car12.jpg,1.0,,129.361,0.861,0.0,car,garbagecan,XL,L,4.0,3.0,car6,garbagecan10,0.0,
129,,size_choice_confirmation,,html-keyboard-response,129,201005,0.0-1.0-171.0-0.0,0,0,1,,,,,,42.0,,,,,,,,,,,,,,,,,,,,130.0,0.639,,,,,,,,,,,
130,,iti,,html-keyboard-response,130,202509,0.0-1.0-172.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,131.5,1.5,,,,,,,,,,,
131,,size_choice,,html-keyboard-response,131,203058,0.0-1.0-174.0,0,0,1,,547.0,,,68.0,43.0,43.0,1.0,3500.0,M-XL,1.0,XL,M,4.0,2.0,car,coffeemaker,car4,coffeemaker9,153.0,68.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car6.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker7.jpg,1.0,,132.047,0.547,1.0,car,coffeemaker,XL,M,4.0,2.0,car4,coffeemaker9,0.0,
132,,size_choice_confirmation,,html-keyboard-response,132,204013,0.0-1.0-175.0-0.0,0,0,1,,,,,,43.0,,,,,,,,,,,,,,,,,,,,133.0,0.953,,,,,,,,,,,
133,,iti,,html-keyboard-response,133,207516,0.0-1.0-176.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,136.5,3.5,,,,,,,,,,,
134,,size_choice,,html-keyboard-response,134,208195,0.0-1.0-178.0,0,0,1,,678.0,,,68.0,44.0,44.0,1.0,2000.0,L-XL,0.0,L,XL,3.0,4.0,cooler,car,cooler4,car5,3.0,154.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car11.jpg,0.0,,137.178,0.678,1.0,cooler,car,L,XL,3.0,4.0,cooler4,car5,0.0,
135,,size_choice_confirmation,,html-keyboard-response,135,209021,0.0-1.0-179.0-0.0,0,0,1,,,,,,44.0,,,,,,,,,,,,,,,,,,,,138.0,0.822,,,,,,,,,,,
136,,iti,,html-keyboard-response,136,211024,0.0-1.0-180.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,2.0,,,,,,,,,,,
137,,block_over,,html-keyboard-response,137,225442,0.0-1.0-181.0-0.0,0,0,1,,14401.0,,,68.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,size_choice,,html-keyboard-response,138,226948,0.0-1.0-182.0,0,0,1,,,,,,45.0,45.0,2.0,3500.0,S-M,0.0,S,M,1.0,2.0,screws,handsaw,screws5,handsaw6,124.0,85.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws2.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw4.jpg,,1.0,141.5,1.5,,,,,,,,,,,
139,,iti,,html-keyboard-response,139,229450,0.0-1.0-184.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,2.5,,,,,,,,,,,
140,,size_choice,,html-keyboard-response,140,229665,0.0-1.0-186.0,0,0,1,,215.0,,,68.0,46.0,46.0,2.0,1000.0,S-S,,S,S,1.0,1.0,screws,paperclip,screws9,paperclip6,128.0,115.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws8.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip6.jpg,,,144.215,0.215,1.0,screws,paperclip,S,S,1.0,1.0,screws9,paperclip6,0.0,
141,,size_choice_confirmation,,html-keyboard-response,141,230955,0.0-1.0-187.0-0.0,0,0,1,,,,,,46.0,,,,,,,,,,,,,,,,,,,,145.5,1.285,,,,,,,,,,,
142,,iti,,html-keyboard-response,142,231961,0.0-1.0-188.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,146.5,1.0,,,,,,,,,,,
143,,size_choice,,html-keyboard-response,143,232001,0.0-1.0-190.0,0,0,1,,39.0,,,68.0,47.0,47.0,2.0,2000.0,M-XL,1.0,XL,M,4.0,2.0,crane,basketball,crane5,basketball5,164.0,54.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane1.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball3.jpg,1.0,,146.539,0.039,1.0,crane,basketball,XL,M,4.0,2.0,crane5,basketball5,0.0,
144,,size_choice_confirmation,,html-keyboard-response,144,233465,0.0-1.0-191.0-0.0,0,0,1,,,,,,47.0,,,,,,,,,,,,,,,,,,,,148.0,1.461,,,,,,,,,,,
145,,iti,,html-keyboard-response,145,235468,0.0-1.0-192.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,2.0,,,,,,,,,,,
146,,size_choice,,html-keyboard-response,146,236472,0.0-1.0-194.0,0,0,1,,1003.0,,,68.0,48.0,48.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,hairdryer,mailbox,hairdryer6,mailbox10,75.0,49.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox8.jpg,0.0,,151.003,1.003,1.0,hairdryer,mailbox,M,L,2.0,3.0,hairdryer6,mailbox10,0.0,
147,,size_choice_confirmation,,html-keyboard-response,147,236974,0.0-1.0-195.0-0.0,0,0,1,,,,,,48.0,,,,,,,,,,,,,,,,,,,,151.5,0.497,,,,,,,,,,,
148,,iti,,html-keyboard-response,148,237978,0.0-1.0-196.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,152.5,1.0,,,,,,,,,,,
149,,size_choice,,html-keyboard-response,149,238417,0.0-1.0-198.0,0,0,1,,438.0,,,68.0,49.0,49.0,2.0,2000.0,M-XL,1.0,XL,M,4.0,2.0,tractor,coffeemaker,tractor5,coffeemaker1,184.0,60.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor1.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker14.jpg,1.0,,152.938,0.438,1.0,tractor,coffeemaker,XL,M,4.0,2.0,tractor5,coffeemaker1,0.0,
150,,size_choice_confirmation,,html-keyboard-response,150,239483,0.0-1.0-199.0-0.0,0,0,1,,,,,,49.0,,,,,,,,,,,,,,,,,,,,154.0,1.062,,,,,,,,,,,
151,,iti,,html-keyboard-response,151,241487,0.0-1.0-200.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,2.0,,,,,,,,,,,
152,,size_choice,,html-keyboard-response,152,242187,0.0-1.0-202.0,0,0,1,,697.0,,,68.0,50.0,50.0,2.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,car,teabag,car9,teabag10,158.0,139.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car15.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag4.jpg,1.0,,156.697,0.697,1.0,car,teabag,XL,S,4.0,1.0,car9,teabag10,0.0,
153,,size_choice_confirmation,,html-keyboard-response,153,242994,0.0-1.0-203.0-0.0,0,0,1,,,,,,50.0,,,,,,,,,,,,,,,,,,,,157.5,0.803,,,,,,,,,,,
154,,iti,,html-keyboard-response,154,244001,0.0-1.0-204.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,158.5,1.0,,,,,,,,,,,
155,,size_choice,,html-keyboard-response,155,244018,0.0-1.0-206.0,0,0,1,,16.0,,,68.0,51.0,51.0,2.0,1500.0,XL-XL,,XL,XL,4.0,4.0,crane,car,crane10,car8,169.0,157.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car14.jpg,,,158.516,0.016,1.0,crane,car,XL,XL,4.0,4.0,crane10,car8,0.0,
156,,size_choice_confirmation,,html-keyboard-response,156,245504,0.0-1.0-207.0-0.0,0,0,1,,,,,,51.0,,,,,,,,,,,,,,,,,,,,160.0,1.484,,,,,,,,,,,
157,,iti,,html-keyboard-response,157,247008,0.0-1.0-208.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,161.5,1.5,,,,,,,,,,,
158,,size_choice,,html-keyboard-response,158,247458,0.0-1.0-210.0,0,0,1,,449.0,,,68.0,52.0,52.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,dishwasher,coffeemaker2,dishwasher3,61.0,22.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker12.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher8.jpg,0.0,,161.949,0.449,1.0,coffeemaker,dishwasher,M,L,2.0,3.0,coffeemaker2,dishwasher3,0.0,
159,,size_choice_confirmation,,html-keyboard-response,159,248513,0.0-1.0-211.0-0.0,0,0,1,,,,,,52.0,,,,,,,,,,,,,,,,,,,,163.0,1.051,,,,,,,,,,,
160,,iti,,html-keyboard-response,160,249519,0.0-1.0-212.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,1.0,,,,,,,,,,,
161,,size_choice,,html-keyboard-response,161,250634,0.0-1.0-214.0,0,0,1,,1114.0,,,68.0,53.0,53.0,2.0,3000.0,S-L,1.0,L,S,3.0,1.0,deskchair,paperclip,deskchair4,paperclip7,13.0,116.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair6.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip7.jpg,1.0,,165.114,1.114,1.0,deskchair,paperclip,L,S,3.0,1.0,deskchair4,paperclip7,0.0,
162,,size_choice_confirmation,,html-keyboard-response,162,251024,0.0-1.0-215.0-0.0,0,0,1,,,,,,53.0,,,,,,,,,,,,,,,,,,,,165.5,0.386,,,,,,,,,,,
163,,iti,,html-keyboard-response,163,254029,0.0-1.0-216.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,168.5,3.0,,,,,,,,,,,
164,,size_choice,,html-keyboard-response,164,254555,0.0-1.0-218.0,0,0,1,,523.0,,,68.0,54.0,54.0,2.0,2000.0,S-S,,S,S,1.0,1.0,screws,paperclip,screws1,paperclip10,120.0,119.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip10.jpg,,,169.023,0.523,1.0,screws,paperclip,S,S,1.0,1.0,screws1,paperclip10,0.0,
165,,size_choice_confirmation,,html-keyboard-response,165,255536,0.0-1.0-219.0-0.0,0,0,1,,,,,,54.0,,,,,,,,,,,,,,,,,,,,170.0,0.977,,,,,,,,,,,
166,,iti,,html-keyboard-response,166,257540,0.0-1.0-220.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,2.0,,,,,,,,,,,
167,,size_choice,,html-keyboard-response,167,258065,0.0-1.0-222.0,0,0,1,,523.0,,,68.0,55.0,55.0,2.0,1500.0,M-L,1.0,L,M,3.0,2.0,dishwasher,ketchup,dishwasher5,ketchup2,24.0,91.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher4.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup9.jpg,1.0,,172.523,0.523,1.0,dishwasher,ketchup,L,M,3.0,2.0,dishwasher5,ketchup2,0.0,
168,,size_choice_confirmation,,html-keyboard-response,168,259048,0.0-1.0-223.0-0.0,0,0,1,,,,,,55.0,,,,,,,,,,,,,,,,,,,,173.5,0.977,,,,,,,,,,,
169,,iti,,html-keyboard-response,169,260553,0.0-1.0-224.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,1.5,,,,,,,,,,,
170,,size_choice,,html-keyboard-response,170,260851,0.0-1.0-226.0,0,0,1,,297.0,,,68.0,56.0,56.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,hairdryer,deskchair,hairdryer5,deskchair3,74.0,12.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer15.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair10.jpg,0.0,,175.297,0.297,1.0,hairdryer,deskchair,M,L,2.0,3.0,hairdryer5,deskchair3,0.0,
171,,size_choice_confirmation,,html-keyboard-response,171,262058,0.0-1.0-227.0-0.0,0,0,1,,,,,,56.0,,,,,,,,,,,,,,,,,,,,176.5,1.203,,,,,,,,,,,
172,,iti,,html-keyboard-response,172,263060,0.0-1.0-228.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,177.5,1.0,,,,,,,,,,,
173,,size_choice,,html-keyboard-response,173,264713,0.0-1.0-230.0,0,0,1,,,,,,57.0,57.0,2.0,1000.0,S-XL,0.0,S,XL,1.0,4.0,thread,dumptruck,thread7,dumptruck1,146.0,170.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck9.jpg,,1.0,179.0,1.5,,,,,,,,,,,
174,,iti,,html-keyboard-response,174,264715,0.0-1.0-232.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,0.0,,,,,,,,,,,
175,,size_choice,,html-keyboard-response,175,266732,0.0-1.0-234.0,0,0,1,,,,,,58.0,58.0,2.0,1000.0,S-L,0.0,S,L,1.0,3.0,teabag,dishwasher,teabag9,dishwasher6,138.0,25.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag5.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher6.jpg,,1.0,180.5,1.5,,,,,,,,,,,
176,,iti,,html-keyboard-response,176,268019,0.0-1.0-236.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,180.5,0.0,,,,,,,,,,,
177,,size_choice,,html-keyboard-response,177,269779,0.0-1.0-238.0,0,0,1,,,,,,59.0,59.0,2.0,1000.0,M-M,,M,M,2.0,2.0,basketball,ketchup,basketball2,ketchup10,51.0,99.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball8.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup6.jpg,,1.0,182.0,1.5,,,,,,,,,,,
178,,iti,,html-keyboard-response,178,270665,0.0-1.0-240.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,0.0,,,,,,,,,,,
179,,size_choice,,html-keyboard-response,179,272848,0.0-1.0-242.0,0,0,1,,,,,,60.0,60.0,2.0,1500.0,M-XL,0.0,M,XL,2.0,4.0,ketchup,dumptruck,ketchup1,dumptruck3,90.0,172.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup8.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck10.jpg,,1.0,183.5,1.5,,,,,,,,,,,
180,,iti,,html-keyboard-response,180,274073,0.0-1.0-244.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,0.5,,,,,,,,,,,
181,,size_choice,,html-keyboard-response,181,275666,0.0-1.0-246.0,0,0,1,,,,,,61.0,61.0,2.0,1500.0,M-XL,0.0,M,XL,2.0,4.0,basketball,tractor,basketball1,tractor1,50.0,180.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor6.jpg,,1.0,185.5,1.5,,,,,,,,,,,
182,,iti,,html-keyboard-response,182,276808,0.0-1.0-248.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,0.5,,,,,,,,,,,
183,,size_choice,,html-keyboard-response,183,278666,0.0-1.0-250.0,0,0,1,,,,,,62.0,62.0,2.0,3000.0,L-XL,0.0,L,XL,3.0,4.0,cooler,van,cooler2,van9,1.0,198.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van9.jpg,,1.0,187.5,1.5,,,,,,,,,,,
184,,iti,,html-keyboard-response,184,281945,0.0-1.0-252.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,189.5,2.0,,,,,,,,,,,
185,,size_choice,,html-keyboard-response,185,283769,0.0-1.0-254.0,0,0,1,,,,,,63.0,63.0,2.0,3500.0,S-L,0.0,S,L,1.0,3.0,thread,dishwasher,thread2,dishwasher7,141.0,26.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread6.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher7.jpg,,1.0,191.0,1.5,,,,,,,,,,,
186,,iti,,html-keyboard-response,186,286665,0.0-1.0-256.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,193.5,2.5,,,,,,,,,,,
187,,size_choice,,html-keyboard-response,187,288720,0.0-1.0-258.0,0,0,1,,,,,,64.0,64.0,2.0,1500.0,M-L,0.0,M,L,2.0,3.0,handsaw,cooler,handsaw8,cooler7,87.0,6.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw7.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler4.jpg,,1.0,195.0,1.5,,,,,,,,,,,
188,,iti,,html-keyboard-response,188,289665,0.0-1.0-260.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,195.5,0.5,,,,,,,,,,,
189,,size_choice,,html-keyboard-response,189,291666,0.0-1.0-262.0,0,0,1,,,,,,65.0,65.0,2.0,2000.0,M-L,0.0,M,L,2.0,3.0,handsaw,mailbox,handsaw5,mailbox1,84.0,40.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox3.jpg,,1.0,197.0,1.5,,,,,,,,,,,
190,,iti,,html-keyboard-response,190,294124,0.0-1.0-264.0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,1.0,,,,,,,,,,,
