,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,accuracy,onset,duration,no_response,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,size_final_tally
94,,iti,,html-keyboard-response,94,222236,0.0-1.0-124.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,94.0,1.5,,,,,,,,,,,
95,,size_choice,,html-keyboard-response,95,223740,0.0-1.0-126.0,0,0,47956,,,,,,31.0,31.0,1.0,3500.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,cooler,coffeemaker4,cooler10,63.0,9.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker11.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler6.jpg,,95.5,1.5,1.0,,,,,,,,,,
96,,iti,,html-keyboard-response,96,227243,0.0-1.0-128.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,99.0,3.5,,,,,,,,,,,
97,,size_choice,,html-keyboard-response,97,227852,0.0-1.0-130.0,0,0,47956,,606.0,,,75.0,32.0,32.0,1.0,3000.0,S-XL,0.0,S,XL,1.0,4.0,paperclip,car,paperclip4,car1,113.0,150.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car2.jpg,1.0,99.606,0.606,0.0,0.0,car,paperclip,XL,S,4.0,1.0,car1,paperclip4,
98,,size_choice_confirmation,,html-keyboard-response,98,228751,0.0-1.0-131.0-0.0,0,0,47956,,,,,,32.0,,,,,,,,,,,,,,,,,,,100.5,0.894,,,,,,,,,,,
99,,iti,,html-keyboard-response,99,231754,0.0-1.0-132.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,103.5,3.0,,,,,,,,,,,
100,,size_choice,,html-keyboard-response,100,232634,0.0-1.0-134.0,0,0,47956,,877.0,,,75.0,33.0,33.0,1.0,1000.0,M-M,,M,M,2.0,2.0,ketchup,hairdryer,ketchup3,hairdryer2,92.0,71.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer12.jpg,,104.377,0.877,0.0,0.0,hairdryer,ketchup,M,M,2.0,2.0,hairdryer2,ketchup3,
101,,size_choice_confirmation,,html-keyboard-response,101,233261,0.0-1.0-135.0-0.0,0,0,47956,,,,,,33.0,,,,,,,,,,,,,,,,,,,105.0,0.623,,,,,,,,,,,
102,,iti,,html-keyboard-response,102,234264,0.0-1.0-136.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,106.0,1.0,,,,,,,,,,,
103,,size_choice,,html-keyboard-response,103,235771,0.0-1.0-138.0,0,0,47956,,,,,,34.0,34.0,1.0,2000.0,S-S,,S,S,1.0,1.0,teabag,screws,teabag4,screws4,133.0,123.0,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws6.jpg,,107.5,1.5,1.0,,,,,,,,,,
104,,iti,,html-keyboard-response,104,237775,0.0-1.0-140.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,109.5,2.0,,,,,,,,,,,
105,,size_choice,,html-keyboard-response,105,238748,0.0-1.0-142.0,0,0,47956,,970.0,,,75.0,35.0,35.0,1.0,1000.0,M-L,0.0,M,L,2.0,3.0,basketball,dishwasher,basketball6,dishwasher1,55.0,20.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball2.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher10.jpg,1.0,110.47,0.97,0.0,0.0,dishwasher,basketball,L,M,3.0,2.0,dishwasher1,basketball6,
106,,size_choice_confirmation,,html-keyboard-response,106,239284,0.0-1.0-143.0-0.0,0,0,47956,,,,,,35.0,,,,,,,,,,,,,,,,,,,111.0,0.53,,,,,,,,,,,
107,,iti,,html-keyboard-response,107,240288,0.0-1.0-144.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,112.0,1.0,,,,,,,,,,,
108,,size_choice,,html-keyboard-response,108,241187,0.0-1.0-146.0,0,0,47956,,896.0,,,68.0,36.0,36.0,1.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,tractor,ketchup,tractor10,ketchup6,189.0,95.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor8.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup1.jpg,1.0,112.896,0.896,0.0,1.0,tractor,ketchup,XL,M,4.0,2.0,tractor10,ketchup6,
109,,size_choice_confirmation,,html-keyboard-response,109,241797,0.0-1.0-147.0-0.0,0,0,47956,,,,,,36.0,,,,,,,,,,,,,,,,,,,113.5,0.604,,,,,,,,,,,
110,,iti,,html-keyboard-response,110,243299,0.0-1.0-148.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,115.0,1.5,,,,,,,,,,,
111,,size_choice,,html-keyboard-response,111,244299,0.0-1.0-150.0,0,0,47956,,997.0,,,75.0,37.0,37.0,1.0,3500.0,XL-XL,,XL,XL,4.0,4.0,crane,car,crane10,car8,169.0,157.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car14.jpg,,115.997,0.997,0.0,0.0,car,crane,XL,XL,4.0,4.0,car8,crane10,
112,,size_choice_confirmation,,html-keyboard-response,112,244806,0.0-1.0-151.0-0.0,0,0,47956,,,,,,37.0,,,,,,,,,,,,,,,,,,,116.5,0.503,,,,,,,,,,,
113,,iti,,html-keyboard-response,113,248309,0.0-1.0-152.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,120.0,3.5,,,,,,,,,,,
114,,size_choice,,html-keyboard-response,114,249812,0.0-1.0-154.0,0,0,47956,,,,,,38.0,38.0,1.0,1500.0,L-L,,L,L,3.0,3.0,dishwasher,garbagecan,dishwasher5,garbagecan5,24.0,34.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan3.jpg,,121.5,1.5,1.0,,,,,,,,,,
115,,iti,,html-keyboard-response,115,251315,0.0-1.0-156.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,123.0,1.5,,,,,,,,,,,
116,,size_choice,,html-keyboard-response,116,252604,0.0-1.0-158.0,0,0,47956,,1286.0,,,68.0,39.0,39.0,1.0,2000.0,L-L,,L,L,3.0,3.0,dishwasher,cooler,dishwasher10,cooler6,29.0,5.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler1.jpg,,124.286,1.286,0.0,1.0,dishwasher,cooler,L,L,3.0,3.0,dishwasher10,cooler6,
117,,size_choice_confirmation,,html-keyboard-response,117,252822,0.0-1.0-159.0-0.0,0,0,47956,,,,,,39.0,,,,,,,,,,,,,,,,,,,124.5,0.214,,,,,,,,,,,
118,,iti,,html-keyboard-response,118,254825,0.0-1.0-160.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,126.5,2.0,,,,,,,,,,,
119,,size_choice,,html-keyboard-response,119,255834,0.0-1.0-162.0,0,0,47956,,1002.0,,,75.0,40.0,40.0,1.0,1500.0,S-M,0.0,S,M,1.0,2.0,screws,handsaw,screws3,handsaw3,122.0,82.0,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw2.jpg,1.0,127.502,1.002,0.0,0.0,handsaw,screws,M,S,2.0,1.0,handsaw3,screws3,
120,,size_choice_confirmation,,html-keyboard-response,120,256335,0.0-1.0-163.0-0.0,0,0,47956,,,,,,40.0,,,,,,,,,,,,,,,,,,,128.0,0.498,,,,,,,,,,,
121,,iti,,html-keyboard-response,121,257838,0.0-1.0-164.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,129.5,1.5,,,,,,,,,,,
122,,size_choice,,html-keyboard-response,122,258548,0.0-1.0-166.0,0,0,47956,,705.0,,,68.0,41.0,41.0,1.0,3500.0,S-L,1.0,L,S,3.0,1.0,deskchair,thread,deskchair5,thread6,14.0,145.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread2.jpg,1.0,130.205,0.705,0.0,1.0,deskchair,thread,L,S,3.0,1.0,deskchair5,thread6,
123,,size_choice_confirmation,,html-keyboard-response,123,259347,0.0-1.0-167.0-0.0,0,0,47956,,,,,,41.0,,,,,,,,,,,,,,,,,,,131.0,0.795,,,,,,,,,,,
124,,iti,,html-keyboard-response,124,262850,0.0-1.0-168.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,134.5,3.5,,,,,,,,,,,
125,,size_choice,,html-keyboard-response,125,263988,0.0-1.0-170.0,0,0,47956,,1134.0,,,75.0,42.0,42.0,1.0,1000.0,S-M,0.0,S,M,1.0,2.0,paperclip,basketball,paperclip7,basketball8,116.0,57.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball7.jpg,1.0,135.634,1.134,0.0,0.0,basketball,paperclip,M,S,2.0,1.0,basketball8,paperclip7,
126,,size_choice_confirmation,,html-keyboard-response,126,264357,0.0-1.0-171.0-0.0,0,0,47956,,,,,,42.0,,,,,,,,,,,,,,,,,,,136.0,0.366,,,,,,,,,,,
127,,iti,,html-keyboard-response,127,265362,0.0-1.0-172.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,137.0,1.0,,,,,,,,,,,
128,,size_choice,,html-keyboard-response,128,266147,0.0-1.0-174.0,0,0,47956,,782.0,,,68.0,43.0,43.0,1.0,1000.0,S-L,1.0,L,S,3.0,1.0,deskchair,paperclip,deskchair1,paperclip5,10.0,114.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair9.jpg,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip2.jpg,1.0,137.782,0.782,0.0,1.0,deskchair,paperclip,L,S,3.0,1.0,deskchair1,paperclip5,
129,,size_choice_confirmation,,html-keyboard-response,129,266869,0.0-1.0-175.0-0.0,0,0,47956,,,,,,43.0,,,,,,,,,,,,,,,,,,,138.5,0.718,,,,,,,,,,,
130,,iti,,html-keyboard-response,130,267871,0.0-1.0-176.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,139.5,1.0,,,,,,,,,,,
131,,size_choice,,html-keyboard-response,131,268667,0.0-1.0-178.0,0,0,47956,,792.0,,,75.0,44.0,44.0,1.0,1000.0,L-XL,0.0,L,XL,3.0,4.0,dishwasher,van,dishwasher2,van9,21.0,198.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van9.jpg,1.0,140.292,0.792,0.0,0.0,van,dishwasher,XL,L,4.0,3.0,van9,dishwasher2,
132,,size_choice_confirmation,,html-keyboard-response,132,269379,0.0-1.0-179.0-0.0,0,0,47956,,,,,,44.0,,,,,,,,,,,,,,,,,,,141.0,0.708,,,,,,,,,,,
133,,iti,,html-keyboard-response,133,270382,0.0-1.0-180.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,142.0,1.0,,,,,,,,,,,
134,,block_over,,html-keyboard-response,134,283948,0.0-1.0-181.0-0.0,0,0,47956,,13563.0,,,68.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,size_choice,,html-keyboard-response,135,284883,0.0-1.0-182.0,0,0,47956,,931.0,,,75.0,45.0,45.0,2.0,2000.0,S-L,0.0,S,L,1.0,3.0,die,mailbox,die5,mailbox2,104.0,41.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die3.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox2.jpg,1.0,142.931,0.931,0.0,0.0,mailbox,die,L,S,3.0,1.0,mailbox2,die5,
136,,size_choice_confirmation,,html-keyboard-response,136,285456,0.0-1.0-183.0-0.0,0,0,47956,,,,,,45.0,,,,,,,,,,,,,,,,,,,143.5,0.569,,,,,,,,,,,
137,,iti,,html-keyboard-response,137,287458,0.0-1.0-184.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,145.5,2.0,,,,,,,,,,,
138,,size_choice,,html-keyboard-response,138,288307,0.0-1.0-186.0,0,0,47956,,845.0,,,68.0,46.0,46.0,2.0,1000.0,S-L,1.0,L,S,3.0,1.0,deskchair,thread,deskchair3,thread10,12.0,149.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair10.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread9.jpg,1.0,146.345,0.845,0.0,1.0,deskchair,thread,L,S,3.0,1.0,deskchair3,thread10,
139,,size_choice_confirmation,,html-keyboard-response,139,288966,0.0-1.0-187.0-0.0,0,0,47956,,,,,,46.0,,,,,,,,,,,,,,,,,,,147.0,0.655,,,,,,,,,,,
140,,iti,,html-keyboard-response,140,289969,0.0-1.0-188.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,148.0,1.0,,,,,,,,,,,
141,,size_choice,,html-keyboard-response,141,291090,0.0-1.0-190.0,0,0,47956,,1118.0,,,75.0,47.0,47.0,2.0,3500.0,M-L,1.0,L,M,3.0,2.0,garbagecan,handsaw,garbagecan1,handsaw9,30.0,88.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan4.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw6.jpg,0.0,149.118,1.118,0.0,0.0,handsaw,garbagecan,M,L,2.0,3.0,handsaw9,garbagecan1,
142,,size_choice_confirmation,,html-keyboard-response,142,291475,0.0-1.0-191.0-0.0,0,0,47956,,,,,,47.0,,,,,,,,,,,,,,,,,,,149.5,0.382,,,,,,,,,,,
143,,iti,,html-keyboard-response,143,294978,0.0-1.0-192.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,153.0,3.5,,,,,,,,,,,
144,,size_choice,,html-keyboard-response,144,296234,0.0-1.0-194.0,0,0,47956,,1253.0,,,68.0,48.0,48.0,2.0,1000.0,M-M,,M,M,2.0,2.0,coffeemaker,hairdryer,coffeemaker7,hairdryer5,66.0,74.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker9.jpg,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer15.jpg,,154.253,1.253,0.0,1.0,coffeemaker,hairdryer,M,M,2.0,2.0,coffeemaker7,hairdryer5,
145,,size_choice_confirmation,,html-keyboard-response,145,296484,0.0-1.0-195.0-0.0,0,0,47956,,,,,,48.0,,,,,,,,,,,,,,,,,,,154.5,0.247,,,,,,,,,,,
146,,iti,,html-keyboard-response,146,297487,0.0-1.0-196.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,155.5,1.0,,,,,,,,,,,
147,,size_choice,,html-keyboard-response,147,298571,0.0-1.0-198.0,0,0,47956,,1081.0,,,68.0,49.0,49.0,2.0,2000.0,S-XL,1.0,XL,S,4.0,1.0,crane,thread,crane3,thread4,162.0,143.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane4.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread5.jpg,1.0,156.581,1.081,0.0,1.0,crane,thread,XL,S,4.0,1.0,crane3,thread4,
148,,size_choice_confirmation,,html-keyboard-response,148,298994,0.0-1.0-199.0-0.0,0,0,47956,,,,,,49.0,,,,,,,,,,,,,,,,,,,157.0,0.419,,,,,,,,,,,
149,,iti,,html-keyboard-response,149,300997,0.0-1.0-200.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,159.0,2.0,,,,,,,,,,,
150,,size_choice,,html-keyboard-response,150,301627,0.0-1.0-202.0,0,0,47956,,627.0,,,68.0,50.0,50.0,2.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,tractor,die,tractor7,die9,186.0,108.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die7.jpg,1.0,159.627,0.627,0.0,1.0,tractor,die,XL,S,4.0,1.0,tractor7,die9,
151,,size_choice_confirmation,,html-keyboard-response,151,302504,0.0-1.0-203.0-0.0,0,0,47956,,,,,,50.0,,,,,,,,,,,,,,,,,,,160.5,0.873,,,,,,,,,,,
152,,iti,,html-keyboard-response,152,303507,0.0-1.0-204.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,161.5,1.0,,,,,,,,,,,
153,,size_choice,,html-keyboard-response,153,305010,0.0-1.0-206.0,0,0,47956,,,,,,51.0,51.0,2.0,2000.0,S-L,1.0,L,S,3.0,1.0,cooler,thread,cooler1,thread2,0.0,141.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler8.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread6.jpg,,163.0,1.5,1.0,,,,,,,,,,
154,,iti,,html-keyboard-response,154,307012,0.0-1.0-208.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,165.0,2.0,,,,,,,,,,,
155,,size_choice,,html-keyboard-response,155,307738,0.0-1.0-210.0,0,0,47956,,723.0,,,75.0,52.0,52.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,handsaw,mailbox,handsaw8,mailbox4,87.0,43.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw7.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox5.jpg,1.0,165.723,0.723,0.0,0.0,mailbox,handsaw,L,M,3.0,2.0,mailbox4,handsaw8,
156,,size_choice_confirmation,,html-keyboard-response,156,308518,0.0-1.0-211.0-0.0,0,0,47956,,,,,,52.0,,,,,,,,,,,,,,,,,,,166.5,0.777,,,,,,,,,,,
157,,iti,,html-keyboard-response,157,309521,0.0-1.0-212.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,167.5,1.0,,,,,,,,,,,
158,,size_choice,,html-keyboard-response,158,310139,0.0-1.0-214.0,0,0,47956,,616.0,,,68.0,53.0,53.0,2.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,crane,thread,crane9,thread5,168.0,144.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane8.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread1.jpg,1.0,168.116,0.616,0.0,1.0,crane,thread,XL,S,4.0,1.0,crane9,thread5,
159,,size_choice_confirmation,,html-keyboard-response,159,311028,0.0-1.0-215.0-0.0,0,0,47956,,,,,,53.0,,,,,,,,,,,,,,,,,,,169.0,0.884,,,,,,,,,,,
160,,iti,,html-keyboard-response,160,312030,0.0-1.0-216.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,170.0,1.0,,,,,,,,,,,
161,,size_choice,,html-keyboard-response,161,312707,0.0-1.0-218.0,0,0,47956,,674.0,,,68.0,54.0,54.0,2.0,2000.0,XL-XL,,XL,XL,4.0,4.0,tractor,van,tractor1,van10,180.0,199.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor6.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van8.jpg,,170.674,0.674,0.0,1.0,tractor,van,XL,XL,4.0,4.0,tractor1,van10,
162,,size_choice_confirmation,,html-keyboard-response,162,313538,0.0-1.0-219.0-0.0,0,0,47956,,,,,,54.0,,,,,,,,,,,,,,,,,,,171.5,0.826,,,,,,,,,,,
163,,iti,,html-keyboard-response,163,315540,0.0-1.0-220.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,173.5,2.0,,,,,,,,,,,
164,,size_choice,,html-keyboard-response,164,316644,0.0-1.0-222.0,0,0,47956,,1099.0,,,75.0,55.0,55.0,2.0,1500.0,S-S,,S,S,1.0,1.0,paperclip,teabag,paperclip8,teabag2,117.0,131.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag8.jpg,,174.599,1.099,0.0,0.0,teabag,paperclip,S,S,1.0,1.0,teabag2,paperclip8,
165,,size_choice_confirmation,,html-keyboard-response,165,317049,0.0-1.0-223.0-0.0,0,0,47956,,,,,,55.0,,,,,,,,,,,,,,,,,,,175.0,0.401,,,,,,,,,,,
166,,iti,,html-keyboard-response,166,318553,0.0-1.0-224.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,176.5,1.5,,,,,,,,,,,
167,,size_choice,,html-keyboard-response,167,319236,0.0-1.0-226.0,0,0,47956,,680.0,,,68.0,56.0,56.0,2.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,crane,screws,crane8,screws2,167.0,121.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane10.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws5.jpg,1.0,177.18,0.68,0.0,1.0,crane,screws,XL,S,4.0,1.0,crane8,screws2,
168,,size_choice_confirmation,,html-keyboard-response,168,320060,0.0-1.0-227.0-0.0,0,0,47956,,,,,,56.0,,,,,,,,,,,,,,,,,,,178.0,0.82,,,,,,,,,,,
169,,iti,,html-keyboard-response,169,321562,0.0-1.0-228.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,179.5,1.5,,,,,,,,,,,
170,,size_choice,,html-keyboard-response,170,322442,0.0-1.0-230.0,0,0,47956,,877.0,,,75.0,57.0,57.0,2.0,1000.0,L-L,,L,L,3.0,3.0,dishwasher,cooler,dishwasher4,cooler3,23.0,2.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher5.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler2.jpg,,180.377,0.877,0.0,0.0,cooler,dishwasher,L,L,3.0,3.0,cooler3,dishwasher4,
171,,size_choice_confirmation,,html-keyboard-response,171,323068,0.0-1.0-231.0-0.0,0,0,47956,,,,,,57.0,,,,,,,,,,,,,,,,,,,181.0,0.623,,,,,,,,,,,
172,,iti,,html-keyboard-response,172,324070,0.0-1.0-232.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,182.0,1.0,,,,,,,,,,,
173,,size_choice,,html-keyboard-response,173,325043,0.0-1.0-234.0,0,0,47956,,969.0,,,75.0,58.0,58.0,2.0,3000.0,M-XL,0.0,M,XL,2.0,4.0,coffeemaker,van,coffeemaker9,van4,68.0,193.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker7.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van7.jpg,1.0,182.969,0.969,0.0,0.0,van,coffeemaker,XL,M,4.0,2.0,van4,coffeemaker9,
174,,size_choice_confirmation,,html-keyboard-response,174,325579,0.0-1.0-235.0-0.0,0,0,47956,,,,,,58.0,,,,,,,,,,,,,,,,,,,183.5,0.531,,,,,,,,,,,
175,,iti,,html-keyboard-response,175,328582,0.0-1.0-236.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,186.5,3.0,,,,,,,,,,,
176,,size_choice,,html-keyboard-response,176,329724,0.0-1.0-238.0,0,0,47956,,1138.0,,,68.0,59.0,59.0,2.0,2000.0,M-L,0.0,M,L,2.0,3.0,coffeemaker,cooler,coffeemaker3,cooler7,62.0,6.0,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker13.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler4.jpg,0.0,187.638,1.138,0.0,1.0,coffeemaker,cooler,M,L,2.0,3.0,coffeemaker3,cooler7,
177,,size_choice_confirmation,,html-keyboard-response,177,330091,0.0-1.0-239.0-0.0,0,0,47956,,,,,,59.0,,,,,,,,,,,,,,,,,,,188.0,0.362,,,,,,,,,,,
178,,iti,,html-keyboard-response,178,332094,0.0-1.0-240.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,190.0,2.0,,,,,,,,,,,
179,,size_choice,,html-keyboard-response,179,332915,0.0-1.0-242.0,0,0,47956,,817.0,,,68.0,60.0,60.0,2.0,2000.0,S-L,1.0,L,S,3.0,1.0,cooler,screws,cooler4,screws5,3.0,124.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler3.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws2.jpg,1.0,190.817,0.817,0.0,1.0,cooler,screws,L,S,3.0,1.0,cooler4,screws5,
180,,size_choice_confirmation,,html-keyboard-response,180,333602,0.0-1.0-243.0-0.0,0,0,47956,,,,,,60.0,,,,,,,,,,,,,,,,,,,191.5,0.683,,,,,,,,,,,
181,,iti,,html-keyboard-response,181,335604,0.0-1.0-244.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,193.5,2.0,,,,,,,,,,,
182,,size_choice,,html-keyboard-response,182,336324,0.0-1.0-246.0,0,0,47956,,715.0,,,75.0,61.0,61.0,2.0,1500.0,M-XL,0.0,M,XL,2.0,4.0,handsaw,car,handsaw7,car3,86.0,152.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw5.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car4.jpg,1.0,194.215,0.715,0.0,0.0,car,handsaw,XL,M,4.0,2.0,car3,handsaw7,
183,,size_choice_confirmation,,html-keyboard-response,183,337113,0.0-1.0-247.0-0.0,0,0,47956,,,,,,61.0,,,,,,,,,,,,,,,,,,,195.0,0.785,,,,,,,,,,,
184,,iti,,html-keyboard-response,184,338615,0.0-1.0-248.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,196.5,1.5,,,,,,,,,,,
185,,size_choice,,html-keyboard-response,185,339251,0.0-1.0-250.0,0,0,47956,,634.0,,,75.0,62.0,62.0,2.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,handsaw,tractor,handsaw1,tractor4,80.0,183.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw8.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor4.jpg,1.0,197.134,0.634,0.0,0.0,tractor,handsaw,XL,M,4.0,2.0,tractor4,handsaw1,
186,,size_choice_confirmation,,html-keyboard-response,186,340122,0.0-1.0-251.0-0.0,0,0,47956,,,,,,62.0,,,,,,,,,,,,,,,,,,,198.0,0.866,,,,,,,,,,,
187,,iti,,html-keyboard-response,187,341124,0.0-1.0-252.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,199.0,1.0,,,,,,,,,,,
188,,size_choice,,html-keyboard-response,188,341971,0.0-1.0-254.0,0,0,47956,,844.0,,,68.0,63.0,63.0,2.0,1500.0,S-L,1.0,L,S,3.0,1.0,dishwasher,teabag,dishwasher9,teabag7,28.0,136.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag10.jpg,1.0,199.844,0.844,0.0,1.0,dishwasher,teabag,L,S,3.0,1.0,dishwasher9,teabag7,
189,,size_choice_confirmation,,html-keyboard-response,189,342632,0.0-1.0-255.0-0.0,0,0,47956,,,,,,63.0,,,,,,,,,,,,,,,,,,,200.5,0.656,,,,,,,,,,,
190,,iti,,html-keyboard-response,190,344134,0.0-1.0-256.0,0,0,47956,,,,,,,,,,,,,,,,,,,,,,,,,202.0,1.5,,,,,,,,,,,
