,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,iti,pair_type,high_size_on_left,left_size_group,right_size_group,left_size_num,right_size_num,left_category,right_category,left_exemplar,right_exemplar,left_index,right_index,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_size_group,unchosen_size_group,chosen_size_num,unchosen_size_num,chosen_exemplar,unchosen_exemplar,accuracy,no_response,onset,duration,no_resposne,size_final_tally
93,,size_choice,,html-keyboard-response,93,60218,0.0-1.0-122.0,0,0,18270,,484.0,,,68.0,30.0,30.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,tractor,die,tractor7,die2,186.0,101.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/die/die9.jpg,1.0,tractor,die,XL,S,4.0,1.0,tractor7,die2,1.0,0.0,96.484,0.484,,
94,,size_choice_confirmation,,html-keyboard-response,94,61237,0.0-1.0-123.0-0.0,0,0,18270,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5,1.016,,
95,,iti,,html-keyboard-response,95,61341,0.0-1.0-124.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.5,1.0,,
96,,size_choice,,html-keyboard-response,96,62080,0.0-1.0-126.0,0,0,18270,,738.0,,,68.0,31.0,31.0,1.0,1500.0,S-L,1.0,L,S,3.0,1.0,garbagecan,thread,garbagecan2,thread9,31.0,148.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan5.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread8.jpg,1.0,garbagecan,thread,L,S,3.0,1.0,garbagecan2,thread9,1.0,0.0,99.238,0.738,,
97,,size_choice_confirmation,,html-keyboard-response,97,62848,0.0-1.0-127.0-0.0,0,0,18270,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.762,,
98,,iti,,html-keyboard-response,98,62955,0.0-1.0-128.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,1.5,,
99,,size_choice,,html-keyboard-response,99,63547,0.0-1.0-130.0,0,0,18270,,590.0,,,75.0,32.0,32.0,1.0,2000.0,M-L,0.0,M,L,2.0,3.0,handsaw,deskchair,handsaw9,deskchair2,88.0,11.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw6.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair8.jpg,0.0,deskchair,handsaw,L,M,3.0,2.0,deskchair2,handsaw9,1.0,0.0,102.09,0.59,,
100,,size_choice_confirmation,,html-keyboard-response,100,64460,0.0-1.0-131.0-0.0,0,0,18270,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,0.91,,
101,,iti,,html-keyboard-response,101,64563,0.0-1.0-132.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,2.0,,
102,,size_choice,,html-keyboard-response,102,65262,0.0-1.0-134.0,0,0,18270,,698.0,,,75.0,33.0,33.0,1.0,1000.0,S-L,1.0,L,S,3.0,1.0,garbagecan,teabag,garbagecan3,teabag8,32.0,137.0,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag7.jpg,0.0,teabag,garbagecan,S,L,1.0,3.0,teabag8,garbagecan3,0.0,0.0,105.698,0.698,,
103,,size_choice_confirmation,,html-keyboard-response,103,66068,0.0-1.0-135.0-0.0,0,0,18270,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,0.802,,
104,,iti,,html-keyboard-response,104,66170,0.0-1.0-136.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.5,1.0,,
105,,size_choice,,html-keyboard-response,105,66695,0.0-1.0-138.0,0,0,18270,,524.0,,,75.0,34.0,34.0,1.0,1000.0,M-L,0.0,M,L,2.0,3.0,handsaw,dishwasher,handsaw2,dishwasher4,81.0,23.0,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw9.jpg,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher5.jpg,0.0,dishwasher,handsaw,L,M,3.0,2.0,dishwasher4,handsaw2,1.0,0.0,108.024,0.524,,
106,,size_choice_confirmation,,html-keyboard-response,106,67675,0.0-1.0-139.0-0.0,0,0,18270,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,0.976,,
107,,iti,,html-keyboard-response,107,67777,0.0-1.0-140.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,1.0,,
108,,size_choice,,html-keyboard-response,108,68376,0.0-1.0-142.0,0,0,18270,,598.0,,,68.0,35.0,35.0,1.0,1500.0,M-L,1.0,L,M,3.0,2.0,dishwasher,ketchup,dishwasher1,ketchup4,20.0,93.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup2.jpg,1.0,dishwasher,ketchup,L,M,3.0,2.0,dishwasher1,ketchup4,1.0,0.0,110.598,0.598,,
109,,size_choice_confirmation,,html-keyboard-response,109,69282,0.0-1.0-143.0-0.0,0,0,18270,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,0.902,,
110,,iti,,html-keyboard-response,110,69386,0.0-1.0-144.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,1.5,,
111,,size_choice,,html-keyboard-response,111,70119,0.0-1.0-146.0,0,0,18270,,732.0,,,75.0,36.0,36.0,1.0,1500.0,M-L,0.0,M,L,2.0,3.0,hairdryer,cooler,hairdryer6,cooler3,75.0,2.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler2.jpg,0.0,cooler,hairdryer,L,M,3.0,2.0,cooler3,hairdryer6,1.0,0.0,113.73200000000001,0.732,,
112,,size_choice_confirmation,,html-keyboard-response,112,70893,0.0-1.0-147.0-0.0,0,0,18270,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.5,0.768,,
113,,iti,,html-keyboard-response,113,70999,0.0-1.0-148.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,1.5,,
114,,size_choice,,html-keyboard-response,114,71970,0.0-1.0-150.0,0,0,18270,,970.0,,,68.0,37.0,37.0,1.0,1000.0,S-XL,1.0,XL,S,4.0,1.0,car,teabag,car4,teabag10,153.0,139.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car6.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag4.jpg,1.0,car,teabag,XL,S,4.0,1.0,car4,teabag10,1.0,0.0,116.97,0.97,,
115,,size_choice_confirmation,,html-keyboard-response,115,72503,0.0-1.0-151.0-0.0,0,0,18270,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.5,0.53,,
116,,iti,,html-keyboard-response,116,72609,0.0-1.0-152.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.5,1.0,,
117,,size_choice,,html-keyboard-response,117,73291,0.0-1.0-154.0,0,0,18270,,681.0,,,68.0,38.0,38.0,1.0,1500.0,M-XL,1.0,XL,M,4.0,2.0,tractor,handsaw,tractor8,handsaw10,187.0,89.0,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor10.jpg,/static/Size_judgement/Stimuli/Size_stims/M/handsaw/handsaw10.jpg,1.0,tractor,handsaw,XL,M,4.0,2.0,tractor8,handsaw10,1.0,0.0,119.181,0.6809999999999999,,
118,,size_choice_confirmation,,html-keyboard-response,118,74113,0.0-1.0-155.0-0.0,0,0,18270,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,0.8190000000000001,,
119,,iti,,html-keyboard-response,119,74217,0.0-1.0-156.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.5,1.5,,
120,,size_choice,,html-keyboard-response,120,74897,0.0-1.0-158.0,0,0,18270,,679.0,,,68.0,39.0,39.0,1.0,1500.0,S-M,1.0,M,S,2.0,1.0,basketball,screws,basketball6,screws9,55.0,128.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball2.jpg,/static/Size_judgement/Stimuli/Size_stims/S/screws/screws8.jpg,1.0,basketball,screws,M,S,2.0,1.0,basketball6,screws9,1.0,0.0,122.179,0.679,,
121,,size_choice_confirmation,,html-keyboard-response,121,75725,0.0-1.0-159.0-0.0,0,0,18270,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,0.821,,
122,,iti,,html-keyboard-response,122,75827,0.0-1.0-160.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.5,1.5,,
123,,size_choice,,html-keyboard-response,123,76658,0.0-1.0-162.0,0,0,18270,,830.0,,,75.0,40.0,40.0,1.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,hairdryer,dumptruck,hairdryer1,dumptruck5,70.0,174.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer11.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck3.jpg,0.0,dumptruck,hairdryer,XL,M,4.0,2.0,dumptruck5,hairdryer1,1.0,0.0,125.33,0.83,,
124,,size_choice_confirmation,,html-keyboard-response,124,77332,0.0-1.0-163.0-0.0,0,0,18270,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,0.67,,
125,,iti,,html-keyboard-response,125,77435,0.0-1.0-164.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,1.0,,
126,,size_choice,,html-keyboard-response,126,78105,0.0-1.0-166.0,0,0,18270,,669.0,,,75.0,41.0,41.0,1.0,1500.0,S-L,0.0,S,L,1.0,3.0,paperclip,mailbox,paperclip2,mailbox7,111.0,46.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip8.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox7.jpg,0.0,mailbox,paperclip,L,S,3.0,1.0,mailbox7,paperclip2,1.0,0.0,127.669,0.669,,
127,,size_choice_confirmation,,html-keyboard-response,127,78941,0.0-1.0-167.0-0.0,0,0,18270,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.5,0.831,,
128,,iti,,html-keyboard-response,128,79044,0.0-1.0-168.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,1.5,,
129,,size_choice,,html-keyboard-response,129,79786,0.0-1.0-170.0,0,0,18270,,741.0,,,75.0,42.0,42.0,1.0,2000.0,S-XL,0.0,S,XL,1.0,4.0,thread,dumptruck,thread8,dumptruck10,147.0,179.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread10.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck4.jpg,0.0,dumptruck,thread,XL,S,4.0,1.0,dumptruck10,thread8,1.0,0.0,130.741,0.741,,
130,,size_choice_confirmation,,html-keyboard-response,130,80547,0.0-1.0-171.0-0.0,0,0,18270,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.5,0.759,,
131,,iti,,html-keyboard-response,131,80652,0.0-1.0-172.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.5,2.0,,
132,,size_choice,,html-keyboard-response,132,82027,0.0-1.0-174.0,0,0,18270,,1374.0,,,75.0,43.0,43.0,1.0,3000.0,L-XL,0.0,L,XL,3.0,4.0,cooler,tractor,cooler1,tractor10,0.0,189.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler8.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/tractor/tractor8.jpg,0.0,tractor,cooler,XL,L,4.0,3.0,tractor10,cooler1,1.0,0.0,134.874,1.374,,
133,,size_choice_confirmation,,html-keyboard-response,133,82160,0.0-1.0-175.0-0.0,0,0,18270,,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,0.126,,
134,,iti,,html-keyboard-response,134,82261,0.0-1.0-176.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,3.0,,
135,,size_choice,,html-keyboard-response,135,83092,0.0-1.0-178.0,0,0,18270,,830.0,,,75.0,44.0,44.0,1.0,1500.0,M-M,,M,M,2.0,2.0,hairdryer,coffeemaker,hairdryer10,coffeemaker1,79.0,60.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer6.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker14.jpg,0.0,coffeemaker,hairdryer,M,M,2.0,2.0,coffeemaker1,hairdryer10,,0.0,138.83,0.83,,
136,,size_choice_confirmation,,html-keyboard-response,136,83765,0.0-1.0-179.0-0.0,0,0,18270,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.5,0.67,,
137,,iti,,html-keyboard-response,137,83868,0.0-1.0-180.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,1.5,,
138,,block_over,,html-keyboard-response,138,84990,0.0-1.0-181.0-0.0,0,0,18270,,1111.0,,,68.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,size_choice,,html-keyboard-response,139,85646,0.0-1.0-182.0,0,0,18270,,654.0,,,75.0,45.0,45.0,2.0,3500.0,L-XL,0.0,L,XL,3.0,4.0,cooler,car,cooler4,car3,3.0,152.0,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler3.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car4.jpg,0.0,car,cooler,XL,L,4.0,3.0,car3,cooler4,1.0,0.0,141.654,0.654,,
140,,size_choice_confirmation,,html-keyboard-response,140,86494,0.0-1.0-183.0-0.0,0,0,18270,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.5,0.846,,
141,,iti,,html-keyboard-response,141,86594,0.0-1.0-184.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,3.5,,
142,,size_choice,,html-keyboard-response,142,87114,0.0-1.0-186.0,0,0,18270,,519.0,,,75.0,46.0,46.0,2.0,2000.0,L-L,,L,L,3.0,3.0,deskchair,cooler,deskchair8,cooler2,17.0,1.0,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair1.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler9.jpg,0.0,cooler,deskchair,L,L,3.0,3.0,cooler2,deskchair8,,0.0,146.519,0.519,,
143,,size_choice_confirmation,,html-keyboard-response,143,88098,0.0-1.0-187.0-0.0,0,0,18270,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.5,0.981,,
144,,iti,,html-keyboard-response,144,88199,0.0-1.0-188.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,2.0,,
145,,size_choice,,html-keyboard-response,145,88708,0.0-1.0-190.0,0,0,18270,,508.0,,,75.0,47.0,47.0,2.0,1500.0,M-L,0.0,M,L,2.0,3.0,basketball,cooler,basketball3,cooler9,52.0,8.0,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball10.jpg,/static/Size_judgement/Stimuli/Size_stims/L/cooler/cooler7.jpg,0.0,cooler,basketball,L,M,3.0,2.0,cooler9,basketball3,1.0,0.0,150.00799999999998,0.508,,
146,,size_choice_confirmation,,html-keyboard-response,146,89705,0.0-1.0-191.0-0.0,0,0,18270,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,0.992,,
147,,iti,,html-keyboard-response,147,89807,0.0-1.0-192.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5,1.5,,
148,,size_choice,,html-keyboard-response,148,90350,0.0-1.0-194.0,0,0,18270,,542.0,,,68.0,48.0,48.0,2.0,1000.0,M-XL,1.0,XL,M,4.0,2.0,car,ketchup,car8,ketchup5,157.0,94.0,/static/Size_judgement/Stimuli/Size_stims/XL/car/car14.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup3.jpg,1.0,car,ketchup,XL,M,4.0,2.0,car8,ketchup5,1.0,0.0,153.042,0.542,,
149,,size_choice_confirmation,,html-keyboard-response,149,91311,0.0-1.0-195.0-0.0,0,0,18270,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,0.958,,
150,,iti,,html-keyboard-response,150,91417,0.0-1.0-196.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,1.0,,
151,,size_choice,,html-keyboard-response,151,92404,0.0-1.0-198.0,0,0,18270,,986.0,,,75.0,49.0,49.0,2.0,1000.0,S-S,,S,S,1.0,1.0,die,thread,die3,thread6,102.0,145.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die10.jpg,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread2.jpg,0.0,thread,die,S,S,1.0,1.0,thread6,die3,,0.0,155.986,0.986,,
152,,size_choice_confirmation,,html-keyboard-response,152,92923,0.0-1.0-199.0-0.0,0,0,18270,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.5,0.514,,
153,,iti,,html-keyboard-response,153,93028,0.0-1.0-200.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5,1.0,,
154,,size_choice,,html-keyboard-response,154,93576,0.0-1.0-202.0,0,0,18270,,547.0,,,75.0,50.0,50.0,2.0,2000.0,S-XL,0.0,S,XL,1.0,4.0,thread,car,thread3,car10,142.0,159.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread4.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car9.jpg,0.0,car,thread,XL,S,4.0,1.0,car10,thread3,1.0,0.0,158.047,0.547,,
155,,size_choice_confirmation,,html-keyboard-response,155,94536,0.0-1.0-203.0-0.0,0,0,18270,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,0.953,,
156,,iti,,html-keyboard-response,156,94641,0.0-1.0-204.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,2.0,,
157,,size_choice,,html-keyboard-response,157,95375,0.0-1.0-206.0,0,0,18270,,732.0,,,75.0,51.0,51.0,2.0,2000.0,M-M,,M,M,2.0,2.0,ketchup,basketball,ketchup9,basketball9,98.0,58.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup7.jpg,/static/Size_judgement/Stimuli/Size_stims/M/basketball/basketball5.jpg,0.0,basketball,ketchup,M,M,2.0,2.0,basketball9,ketchup9,,0.0,161.732,0.732,,
158,,size_choice_confirmation,,html-keyboard-response,158,96146,0.0-1.0-207.0-0.0,0,0,18270,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.5,0.768,,
159,,iti,,html-keyboard-response,159,96253,0.0-1.0-208.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.5,2.0,,
160,,size_choice,,html-keyboard-response,160,96986,0.0-1.0-210.0,0,0,18270,,732.0,,,68.0,52.0,52.0,2.0,1500.0,S-M,0.0,S,M,1.0,2.0,thread,ketchup,thread4,ketchup7,143.0,96.0,/static/Size_judgement/Stimuli/Size_stims/S/thread/thread5.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup4.jpg,1.0,thread,ketchup,S,M,1.0,2.0,thread4,ketchup7,0.0,0.0,165.232,0.732,,
161,,size_choice_confirmation,,html-keyboard-response,161,97760,0.0-1.0-211.0-0.0,0,0,18270,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,0.768,,
162,,iti,,html-keyboard-response,162,97863,0.0-1.0-212.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.5,1.5,,
163,,size_choice,,html-keyboard-response,163,98320,0.0-1.0-214.0,0,0,18270,,456.0,,,75.0,53.0,53.0,2.0,1500.0,M-XL,0.0,M,XL,2.0,4.0,ketchup,van,ketchup1,van8,90.0,197.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup8.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van10.jpg,0.0,van,ketchup,XL,M,4.0,2.0,van8,ketchup1,1.0,0.0,167.956,0.456,,
164,,size_choice_confirmation,,html-keyboard-response,164,99367,0.0-1.0-215.0-0.0,0,0,18270,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,1.044,,
165,,iti,,html-keyboard-response,165,99472,0.0-1.0-216.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.5,1.5,,
166,,size_choice,,html-keyboard-response,166,100335,0.0-1.0-218.0,0,0,18270,,862.0,,,68.0,54.0,54.0,2.0,2000.0,XL-XL,,XL,XL,4.0,4.0,dumptruck,car,dumptruck1,car2,170.0,151.0,/static/Size_judgement/Stimuli/Size_stims/XL/dumptruck/dumptruck9.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/car/car3.jpg,1.0,dumptruck,car,XL,XL,4.0,4.0,dumptruck1,car2,,0.0,171.362,0.862,,
167,,size_choice_confirmation,,html-keyboard-response,167,100976,0.0-1.0-219.0-0.0,0,0,18270,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,0.638,,
168,,iti,,html-keyboard-response,168,101077,0.0-1.0-220.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,2.0,,
169,,size_choice,,html-keyboard-response,169,102584,0.0-1.0-222.0,0,0,18270,,,,,,55.0,55.0,2.0,1000.0,M-L,1.0,L,M,3.0,2.0,mailbox,coffeemaker,mailbox10,coffeemaker10,49.0,69.0,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox8.jpg,/static/Size_judgement/Stimuli/Size_stims/M/coffeemaker/coffeemaker18.jpg,,,,,,,,,,,,175.5,1.5,1.0,
170,,iti,,html-keyboard-response,170,102689,0.0-1.0-224.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.5,0.0,,
171,,size_choice,,html-keyboard-response,171,102790,0.0-1.0-226.0,0,0,18270,,100.0,,,68.0,56.0,56.0,2.0,1000.0,M-XL,0.0,M,XL,2.0,4.0,hairdryer,van,hairdryer4,van5,73.0,194.0,/static/Size_judgement/Stimuli/Size_stims/M/hairdryer/hairdryer16.jpg,/static/Size_judgement/Stimuli/Size_stims/XL/van/van3.jpg,1.0,hairdryer,van,M,XL,2.0,4.0,hairdryer4,van5,0.0,0.0,175.6,0.1,,
172,,size_choice_confirmation,,html-keyboard-response,172,104194,0.0-1.0-227.0-0.0,0,0,18270,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,1.4,,
173,,iti,,html-keyboard-response,173,104300,0.0-1.0-228.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,1.0,,
174,,size_choice,,html-keyboard-response,174,104373,0.0-1.0-230.0,0,0,18270,,72.0,,,68.0,57.0,57.0,2.0,1000.0,S-L,0.0,S,L,1.0,3.0,die,mailbox,die10,mailbox6,109.0,45.0,/static/Size_judgement/Stimuli/Size_stims/S/die/die6.jpg,/static/Size_judgement/Stimuli/Size_stims/L/mailbox/mailbox6.jpg,1.0,die,mailbox,S,L,1.0,3.0,die10,mailbox6,0.0,0.0,178.072,0.07200000000000001,,
175,,size_choice_confirmation,,html-keyboard-response,175,105803,0.0-1.0-231.0-0.0,0,0,18270,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.5,1.4280000000000002,,
176,,iti,,html-keyboard-response,176,105905,0.0-1.0-232.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.5,1.0,,
177,,size_choice,,html-keyboard-response,177,105934,0.0-1.0-234.0,0,0,18270,,27.0,,,68.0,58.0,58.0,2.0,3000.0,M-XL,1.0,XL,M,4.0,2.0,crane,ketchup,crane6,ketchup6,165.0,95.0,/static/Size_judgement/Stimuli/Size_stims/XL/crane/crane2.jpg,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup1.jpg,1.0,crane,ketchup,XL,M,4.0,2.0,crane6,ketchup6,1.0,0.0,180.52700000000002,0.027000000000000003,,
178,,size_choice_confirmation,,html-keyboard-response,178,107410,0.0-1.0-235.0-0.0,0,0,18270,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,1.473,,
179,,iti,,html-keyboard-response,179,107511,0.0-1.0-236.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,3.0,,
180,,size_choice,,html-keyboard-response,180,109014,0.0-1.0-238.0,0,0,18270,,,,,,59.0,59.0,2.0,1500.0,S-XL,1.0,XL,S,4.0,1.0,van,teabag,van4,teabag3,193.0,132.0,/static/Size_judgement/Stimuli/Size_stims/XL/van/van7.jpg,/static/Size_judgement/Stimuli/Size_stims/S/teabag/teabag1.jpg,,,,,,,,,,,,186.5,1.5,1.0,
181,,iti,,html-keyboard-response,181,109117,0.0-1.0-240.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,0.5,,
182,,size_choice,,html-keyboard-response,182,110618,0.0-1.0-242.0,0,0,18270,,,,,,60.0,60.0,2.0,1500.0,S-L,0.0,S,L,1.0,3.0,paperclip,deskchair,paperclip4,deskchair3,113.0,12.0,/static/Size_judgement/Stimuli/Size_stims/S/paperclip/paperclip3.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair10.jpg,,,,,,,,,,,,188.5,1.5,1.0,
183,,iti,,html-keyboard-response,183,110722,0.0-1.0-244.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,0.5,,
184,,size_choice,,html-keyboard-response,184,112224,0.0-1.0-246.0,0,0,18270,,,,,,61.0,61.0,2.0,1000.0,L-L,,L,L,3.0,3.0,dishwasher,garbagecan,dishwasher5,garbagecan1,24.0,30.0,/static/Size_judgement/Stimuli/Size_stims/L/dishwasher/dishwasher4.jpg,/static/Size_judgement/Stimuli/Size_stims/L/garbagecan/garbagecan4.jpg,,,,,,,,,,,,190.5,1.5,1.0,
185,,iti,,html-keyboard-response,185,112326,0.0-1.0-248.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.5,0.0,,
186,,size_choice,,html-keyboard-response,186,113830,0.0-1.0-250.0,0,0,18270,,,,,,62.0,62.0,2.0,1000.0,M-L,0.0,M,L,2.0,3.0,ketchup,deskchair,ketchup3,deskchair7,92.0,16.0,/static/Size_judgement/Stimuli/Size_stims/M/ketchup/ketchup10.jpg,/static/Size_judgement/Stimuli/Size_stims/L/deskchair/deskchair4.jpg,,,,,,,,,,,,192.0,1.5,1.0,
187,,iti,,html-keyboard-response,187,113931,0.0-1.0-252.0,0,0,18270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.0,0.0,,
