,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,no_response,onset,duration,no_resposne,total_bonus_tally
125,,rl_choice_confirmation,,html-keyboard-response,125,202487,0.0-1.0-171.0-0.0,0,0,95248,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,139.5,1.141,,
126,,isi,,html-keyboard-response,126,203489,0.0-1.0-173.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.5,1.0,,
127,,feedback,,html-keyboard-response,127,204492,0.0-1.0-174.0-0.0,0,0,95248,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,141.5,1.0,,
128,,iti,,html-keyboard-response,128,206497,0.0-1.0-175.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5,2.0,,
129,,rl_choice,,html-keyboard-response,129,206970,0.0-1.0-177.0,0,0,95248,,470.0,,,68.0,25.0,25.0,1.0,easy,1500.0,2000.0,1.0,80.0,20.0,60.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,80.0,20.0,60.0,40.0,A,B,0.0,143.97,0.47,,
130,,rl_choice_confirmation,,html-keyboard-response,130,208007,0.0-1.0-178.0-0.0,0,0,95248,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,145.0,1.03,,
131,,isi,,html-keyboard-response,131,210011,0.0-1.0-180.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,2.0,,
132,,feedback,,html-keyboard-response,132,211017,0.0-1.0-181.0-0.0,0,0,95248,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,148.0,1.0,,
133,,iti,,html-keyboard-response,133,212521,0.0-1.0-182.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.5,1.5,,
134,,rl_choice,,html-keyboard-response,134,213062,0.0-1.0-184.0,0,0,95248,,541.0,,,68.0,26.0,26.0,1.0,hard,2000.0,3500.0,0.0,40.0,60.0,20.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,40.0,60.0,20.0,60.0,D,C,0.0,150.041,0.541,,
135,,rl_choice_confirmation,,html-keyboard-response,135,214027,0.0-1.0-185.0-0.0,0,0,95248,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,151.0,0.959,,
136,,isi,,html-keyboard-response,136,217531,0.0-1.0-187.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5,3.5,,
137,,feedback,,html-keyboard-response,137,218535,0.0-1.0-188.0-0.0,0,0,95248,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,155.5,1.0,,
138,,iti,,html-keyboard-response,138,220540,0.0-1.0-189.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5,2.0,,
139,,rl_choice,,html-keyboard-response,139,221027,0.0-1.0-191.0,0,0,95248,,485.0,,,68.0,27.0,27.0,1.0,hard,1000.0,2000.0,1.0,60.0,40.0,60.0,20.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,1.0,60.0,40.0,60.0,20.0,C,D,0.0,157.985,0.485,,
140,,rl_choice_confirmation,,html-keyboard-response,140,222047,0.0-1.0-192.0-0.0,0,0,95248,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,159.0,1.015,,
141,,isi,,html-keyboard-response,141,224051,0.0-1.0-194.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,2.0,,
142,,feedback,,html-keyboard-response,142,225057,0.0-1.0-195.0-0.0,0,0,95248,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,162.0,1.0,,
143,,iti,,html-keyboard-response,143,226060,0.0-1.0-196.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,1.0,,
144,,rl_choice,,html-keyboard-response,144,226394,0.0-1.0-198.0,0,0,95248,,331.0,,,68.0,28.0,28.0,1.0,easy,2000.0,1500.0,0.0,20.0,80.0,40.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,1.0,20.0,80.0,40.0,80.0,B,A,0.0,163.331,0.331,,
145,,rl_choice_confirmation,,html-keyboard-response,145,227569,0.0-1.0-199.0-0.0,0,0,95248,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,164.5,1.169,,
146,,isi,,html-keyboard-response,146,229073,0.0-1.0-201.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,1.5,,
147,,feedback,,html-keyboard-response,147,230076,0.0-1.0-202.0-0.0,0,0,95248,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,167.0,1.0,,
148,,iti,,html-keyboard-response,148,232082,0.0-1.0-203.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,2.0,,
149,,rl_choice,,html-keyboard-response,149,232465,0.0-1.0-205.0,0,0,95248,,382.0,,,68.0,29.0,29.0,1.0,hard,1000.0,1500.0,0.0,40.0,60.0,40.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,40.0,60.0,40.0,80.0,D,C,0.0,169.382,0.382,,
150,,rl_choice_confirmation,,html-keyboard-response,150,233586,0.0-1.0-206.0-0.0,0,0,95248,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,170.5,1.118,,
151,,isi,,html-keyboard-response,151,235089,0.0-1.0-208.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,1.5,,
152,,feedback,,html-keyboard-response,152,236092,0.0-1.0-209.0-0.0,0,0,95248,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,173.0,1.0,,
153,,iti,,html-keyboard-response,153,237094,0.0-1.0-210.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,1.0,,
154,,rl_choice,,html-keyboard-response,154,237606,0.0-1.0-212.0,0,0,95248,,510.0,,,68.0,30.0,30.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,100.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,1.0,20.0,80.0,0.0,100.0,B,A,0.0,174.51,0.51,,
155,,rl_choice_confirmation,,html-keyboard-response,155,238599,0.0-1.0-213.0-0.0,0,0,95248,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,175.5,0.99,,
156,,isi,,html-keyboard-response,156,239601,0.0-1.0-215.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.5,1.0,,
157,,feedback,,html-keyboard-response,157,240604,0.0-1.0-216.0-0.0,0,0,95248,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,177.5,1.0,,
158,,iti,,html-keyboard-response,158,241607,0.0-1.0-217.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5,1.0,,
159,,rl_choice,,html-keyboard-response,159,242151,0.0-1.0-219.0,0,0,95248,,543.0,,,68.0,31.0,31.0,1.0,easy,1000.0,1000.0,1.0,80.0,20.0,80.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,1.0,80.0,20.0,80.0,40.0,A,B,0.0,179.043,0.543,,
160,,rl_choice_confirmation,,html-keyboard-response,160,243111,0.0-1.0-220.0-0.0,0,0,95248,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,180.0,0.957,,
161,,isi,,html-keyboard-response,161,244113,0.0-1.0-222.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0,1.0,,
162,,feedback,,html-keyboard-response,162,245116,0.0-1.0-223.0-0.0,0,0,95248,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,182.0,1.0,,
163,,iti,,html-keyboard-response,163,246119,0.0-1.0-224.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,1.0,,
164,,rl_choice,,html-keyboard-response,164,246532,0.0-1.0-226.0,0,0,95248,,412.0,,,68.0,32.0,32.0,1.0,hard,3000.0,3000.0,0.0,40.0,60.0,20.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,40.0,60.0,20.0,60.0,D,C,0.0,183.412,0.412,,
165,,rl_choice_confirmation,,html-keyboard-response,165,247622,0.0-1.0-227.0-0.0,0,0,95248,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,184.5,1.088,,
166,,isi,,html-keyboard-response,166,250628,0.0-1.0-229.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.5,3.0,,
167,,feedback,,html-keyboard-response,167,251633,0.0-1.0-230.0-0.0,0,0,95248,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,188.5,1.0,,
168,,iti,,html-keyboard-response,168,254636,0.0-1.0-231.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.5,3.0,,
169,,rl_choice,,html-keyboard-response,169,255051,0.0-1.0-233.0,0,0,95248,,412.0,,,68.0,33.0,33.0,1.0,easy,3500.0,1000.0,0.0,20.0,80.0,20.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,1.0,20.0,80.0,20.0,80.0,B,A,0.0,191.912,0.412,,
170,,rl_choice_confirmation,,html-keyboard-response,170,256146,0.0-1.0-234.0-0.0,0,0,95248,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,193.0,1.088,,
171,,isi,,html-keyboard-response,171,257148,0.0-1.0-236.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0,1.0,,
172,,feedback,,html-keyboard-response,172,258152,0.0-1.0-237.0-0.0,0,0,95248,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,195.0,1.0,,
173,,iti,,html-keyboard-response,173,261655,0.0-1.0-238.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.5,3.5,,
174,,rl_choice,,html-keyboard-response,174,263159,0.0-1.0-240.0,0,0,95248,,,,,,34.0,34.0,1.0,easy,1000.0,1000.0,1.0,80.0,20.0,80.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,,200.0,1.5,1.0,
175,,rl_choice_warning,,html-keyboard-response,175,264162,0.0-1.0-242.0-0.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,1.0,,
176,,isi,,html-keyboard-response,176,265164,0.0-1.0-243.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,1.0,,
177,,iti,,html-keyboard-response,177,266170,0.0-1.0-245.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0,1.0,,
178,,rl_choice,,html-keyboard-response,178,267053,0.0-1.0-247.0,0,0,95248,,882.0,,,68.0,35.0,35.0,1.0,hard,2000.0,1000.0,0.0,40.0,60.0,40.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,40.0,60.0,40.0,40.0,D,C,0.0,203.882,0.882,,
179,,rl_choice_confirmation,,html-keyboard-response,179,267676,0.0-1.0-248.0-0.0,0,0,95248,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,204.5,0.618,,
180,,isi,,html-keyboard-response,180,268681,0.0-1.0-250.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.5,1.0,,
181,,feedback,,html-keyboard-response,181,269687,0.0-1.0-251.0-0.0,0,0,95248,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,206.5,1.0,,
182,,iti,,html-keyboard-response,182,271692,0.0-1.0-252.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.5,2.0,,
183,,rl_choice,,html-keyboard-response,183,272559,0.0-1.0-254.0,0,0,95248,,865.0,,,68.0,36.0,36.0,1.0,hard,2000.0,1000.0,1.0,60.0,40.0,80.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,1.0,60.0,40.0,80.0,40.0,C,D,0.0,209.365,0.865,,
184,,rl_choice_confirmation,,html-keyboard-response,184,273199,0.0-1.0-255.0-0.0,0,0,95248,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,210.0,0.635,,
185,,isi,,html-keyboard-response,185,274204,0.0-1.0-257.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,1.0,,
186,,feedback,,html-keyboard-response,186,275206,0.0-1.0-258.0-0.0,0,0,95248,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,212.0,1.0,,
187,,iti,,html-keyboard-response,187,277210,0.0-1.0-259.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,2.0,,
188,,rl_choice,,html-keyboard-response,188,277732,0.0-1.0-261.0,0,0,95248,,522.0,,,75.0,37.0,37.0,1.0,hard,1500.0,2000.0,1.0,60.0,40.0,40.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,40.0,40.0,D,C,0.0,214.522,0.522,,
189,,rl_choice_confirmation,,html-keyboard-response,189,278712,0.0-1.0-262.0-0.0,0,0,95248,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,215.5,0.978,,
190,,isi,,html-keyboard-response,190,280716,0.0-1.0-264.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.5,2.0,,
191,,feedback,,html-keyboard-response,191,281721,0.0-1.0-265.0-0.0,0,0,95248,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,218.5,1.0,,
192,,iti,,html-keyboard-response,192,283223,0.0-1.0-266.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,1.5,,
193,,rl_choice,,html-keyboard-response,193,283641,0.0-1.0-268.0,0,0,95248,,418.0,,,75.0,38.0,38.0,1.0,hard,1000.0,1500.0,0.0,40.0,60.0,60.0,80.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,80.0,60.0,C,D,0.0,220.418,0.418,,
194,,rl_choice_confirmation,,html-keyboard-response,194,284728,0.0-1.0-269.0-0.0,0,0,95248,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,221.5,1.082,,
195,,isi,,html-keyboard-response,195,286231,0.0-1.0-271.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0,1.5,,
196,,feedback,,html-keyboard-response,196,287233,0.0-1.0-272.0-0.0,0,0,95248,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,224.0,1.0,,
197,,iti,,html-keyboard-response,197,288236,0.0-1.0-273.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,1.0,,
198,,rl_choice,,html-keyboard-response,198,288920,0.0-1.0-275.0,0,0,95248,,683.0,,,75.0,39.0,39.0,1.0,hard,3000.0,1500.0,1.0,60.0,40.0,40.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,60.0,40.0,D,C,0.0,225.683,0.683,,
199,,rl_choice_confirmation,,html-keyboard-response,199,289740,0.0-1.0-276.0-0.0,0,0,95248,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,226.5,0.817,,
200,,isi,,html-keyboard-response,200,291244,0.0-1.0-278.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,1.5,,
201,,feedback,,html-keyboard-response,201,292247,0.0-1.0-279.0-0.0,0,0,95248,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,229.0,1.0,,
202,,iti,,html-keyboard-response,202,295250,0.0-1.0-280.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,3.0,,
203,,block_over,,html-keyboard-response,203,298618,0.0-1.0-281.0-0.0,0,0,95248,,3353.0,,,68.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,start_run,,html-keyboard-response,204,300104,0.0-1.0-281.0-1.0,0,0,95248,,1485.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,rl_choice,,html-keyboard-response,205,301607,0.0-1.0-282.0,0,0,95248,,,,,,40.0,40.0,2.0,easy,1000.0,1000.0,0.0,20.0,80.0,0.0,60.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,,1.5,1.5,1.0,
206,,rl_choice_warning,,html-keyboard-response,206,302610,0.0-1.0-284.0-0.0,1,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1.0,,
207,,isi,,html-keyboard-response,207,303612,0.0-1.0-285.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1.0,,
208,,iti,,html-keyboard-response,208,304615,0.0-1.0-287.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.0,,
209,,rl_choice,,html-keyboard-response,209,305196,0.0-1.0-289.0,0,0,95248,,579.0,,,75.0,41.0,41.0,2.0,hard,1500.0,1500.0,1.0,60.0,40.0,40.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,40.0,40.0,D,C,0.0,5.079,0.579,,
210,,rl_choice_confirmation,,html-keyboard-response,210,306125,0.0-1.0-290.0-0.0,0,0,95248,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,6.0,0.921,,
211,,isi,,html-keyboard-response,211,307628,0.0-1.0-292.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,1.5,,
212,,feedback,,html-keyboard-response,212,308633,0.0-1.0-293.0-0.0,0,0,95248,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,8.5,1.0,,
213,,iti,,html-keyboard-response,213,310135,0.0-1.0-294.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.5,,
214,,rl_choice,,html-keyboard-response,214,311639,0.0-1.0-296.0,0,0,95248,,,,,,42.0,42.0,2.0,hard,1500.0,1000.0,1.0,60.0,40.0,40.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,,11.5,1.5,1.0,
215,,rl_choice_warning,,html-keyboard-response,215,312642,0.0-1.0-298.0-0.0,1,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,1.0,,
216,,isi,,html-keyboard-response,216,313647,0.0-1.0-299.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,1.0,,
217,,iti,,html-keyboard-response,217,315152,0.0-1.0-301.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.5,,
218,,rl_choice,,html-keyboard-response,218,316658,0.0-1.0-303.0,0,0,95248,,,,,,43.0,43.0,2.0,hard,1000.0,1000.0,0.0,40.0,60.0,60.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,,16.5,1.5,1.0,
219,,rl_choice_warning,,html-keyboard-response,219,317661,0.0-1.0-305.0-0.0,1,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,1.0,,
220,,isi,,html-keyboard-response,220,318663,0.0-1.0-306.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,1.0,,
221,,iti,,html-keyboard-response,221,319666,0.0-1.0-308.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,1.0,,
222,,rl_choice,,html-keyboard-response,222,321169,0.0-1.0-310.0,0,0,95248,,,,,,44.0,44.0,2.0,easy,1500.0,2000.0,1.0,80.0,20.0,80.0,40.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,,21.0,1.5,1.0,
223,,rl_choice_warning,,html-keyboard-response,223,322173,0.0-1.0-312.0-0.0,1,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1.0,,
224,,isi,,html-keyboard-response,224,324178,0.0-1.0-313.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,2.0,,
225,,iti,,html-keyboard-response,225,325681,0.0-1.0-315.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,1.5,,
226,,rl_choice,,html-keyboard-response,226,327186,0.0-1.0-317.0,0,0,95248,,,,,,45.0,45.0,2.0,hard,2000.0,1000.0,0.0,40.0,60.0,60.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,,27.0,1.5,1.0,
227,,rl_choice_warning,,html-keyboard-response,227,328188,0.0-1.0-319.0-0.0,1,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,1.0,,
228,,isi,,html-keyboard-response,228,329191,0.0-1.0-320.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,1.0,,
229,,iti,,html-keyboard-response,229,331197,0.0-1.0-322.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,2.0,,
230,,rl_choice,,html-keyboard-response,230,331691,0.0-1.0-324.0,0,0,95248,,493.0,,,75.0,46.0,46.0,2.0,easy,2000.0,1500.0,0.0,20.0,80.0,20.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,80.0,20.0,A,B,0.0,31.493,0.493,,
231,,rl_choice_confirmation,,html-keyboard-response,231,332701,0.0-1.0-325.0-0.0,0,0,95248,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,32.5,1.007,,
232,,isi,,html-keyboard-response,232,334205,0.0-1.0-327.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,1.5,,
233,,feedback,,html-keyboard-response,233,335207,0.0-1.0-328.0-0.0,0,0,95248,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,35.0,1.0,,
234,,iti,,html-keyboard-response,234,337213,0.0-1.0-329.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,2.0,,
235,,rl_choice,,html-keyboard-response,235,337634,0.0-1.0-331.0,0,0,95248,,419.0,,,75.0,47.0,47.0,2.0,easy,1500.0,3000.0,0.0,20.0,80.0,0.0,80.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,0.0,80.0,20.0,80.0,0.0,A,B,0.0,37.419,0.419,,
236,,rl_choice_confirmation,,html-keyboard-response,236,338721,0.0-1.0-332.0-0.0,0,0,95248,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,38.5,1.081,,
237,,isi,,html-keyboard-response,237,341727,0.0-1.0-334.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,3.0,,
238,,feedback,,html-keyboard-response,238,342733,0.0-1.0-335.0-0.0,0,0,95248,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,42.5,1.0,,
239,,iti,,html-keyboard-response,239,344237,0.0-1.0-336.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,1.5,,
240,,rl_choice,,html-keyboard-response,240,344897,0.0-1.0-338.0,0,0,95248,,657.0,,,75.0,48.0,48.0,2.0,hard,1000.0,1000.0,1.0,60.0,40.0,60.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,40.0,60.0,D,C,0.0,44.657,0.657,,
241,,rl_choice_confirmation,,html-keyboard-response,241,345746,0.0-1.0-339.0-0.0,0,0,95248,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,45.5,0.843,,
242,,isi,,html-keyboard-response,242,346749,0.0-1.0-341.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,1.0,,
243,,feedback,,html-keyboard-response,243,347752,0.0-1.0-342.0-0.0,0,0,95248,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,47.5,1.0,,
244,,iti,,html-keyboard-response,244,348754,0.0-1.0-343.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,1.0,,
245,,rl_choice,,html-keyboard-response,245,349342,0.0-1.0-345.0,0,0,95248,,585.0,,,75.0,49.0,49.0,2.0,hard,3000.0,2000.0,1.0,60.0,40.0,60.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,40.0,60.0,40.0,60.0,D,C,0.0,49.085,0.585,,
246,,rl_choice_confirmation,,html-keyboard-response,246,350261,0.0-1.0-346.0-0.0,0,0,95248,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,50.0,0.915,,
247,,isi,,html-keyboard-response,247,352264,0.0-1.0-348.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,2.0,,
248,,feedback,,html-keyboard-response,248,353271,0.0-1.0-349.0-0.0,0,0,95248,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,53.0,1.0,,
249,,iti,,html-keyboard-response,249,356274,0.0-1.0-350.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,3.0,,
250,,rl_choice,,html-keyboard-response,250,356653,0.0-1.0-352.0,0,0,95248,,378.0,,,75.0,50.0,50.0,2.0,hard,3000.0,3000.0,0.0,40.0,60.0,20.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,0.0,60.0,40.0,60.0,20.0,C,D,0.0,56.378,0.378,,
251,,rl_choice_confirmation,,html-keyboard-response,251,357778,0.0-1.0-353.0-0.0,0,0,95248,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,57.5,1.122,,
252,,isi,,html-keyboard-response,252,360781,0.0-1.0-355.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.5,3.0,,
253,,feedback,,html-keyboard-response,253,361783,0.0-1.0-356.0-0.0,0,0,95248,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,61.5,1.0,,
254,,iti,,html-keyboard-response,254,364786,0.0-1.0-357.0,0,0,95248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,3.0,,
