,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,block,condition,iti,isi,high_group_on_left,left_group_value,right_group_value,left_item_value,right_item_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_group_value,unchosen_group_value,chosen_item_value,unchosen_item_value,chosen_img,unchosen_img,onset,duration,no_response
125,,rl_choice,,html-keyboard-response,125,181518,0.0-1.0-205.0,0,0,12,,,,,,29.0,29.0,1.0,easy,1000.0,1000.0,0.0,20.0,80.0,20.0,80.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,170.0,1.5,1.0
126,,rl_choice_warning,,html-keyboard-response,126,182521,0.0-1.0-207.0-0.0,0,0,12,,,,,,29.0,,1.0,,,,,,,,,,,,,,,,,,,,171.0,1.0,
127,,isi,,html-keyboard-response,127,183526,0.0-1.0-208.0,0,0,12,,,,,,29.0,,1.0,,,,,,,,,,,,,,,,,,,,172.0,1.0,
128,,iti,,html-keyboard-response,128,184530,0.0-1.0-210.0,0,0,12,,,,,,29.0,,1.0,,,,,,,,,,,,,,,,,,,,173.0,1.0,
129,,rl_choice,,html-keyboard-response,129,186034,0.0-1.0-212.0,0,0,12,,,,,,30.0,30.0,1.0,hard,1500.0,2000.0,1.0,60.0,40.0,80.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,174.5,1.5,1.0
130,,rl_choice_warning,,html-keyboard-response,130,187037,0.0-1.0-214.0-0.0,0,0,12,,,,,,30.0,,1.0,,,,,,,,,,,,,,,,,,,,175.5,1.0,
131,,isi,,html-keyboard-response,131,189039,0.0-1.0-215.0,0,0,12,,,,,,30.0,,1.0,,,,,,,,,,,,,,,,,,,,177.5,2.0,
132,,iti,,html-keyboard-response,132,190542,0.0-1.0-217.0,0,0,12,,,,,,30.0,,1.0,,,,,,,,,,,,,,,,,,,,179.0,1.5,
133,,rl_choice,,html-keyboard-response,133,192047,0.0-1.0-219.0,0,0,12,,,,,,31.0,31.0,1.0,easy,1000.0,1500.0,1.0,80.0,20.0,80.0,0.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,180.5,1.5,1.0
134,,rl_choice_warning,,html-keyboard-response,134,193049,0.0-1.0-221.0-0.0,0,0,12,,,,,,31.0,,1.0,,,,,,,,,,,,,,,,,,,,181.5,1.0,
135,,isi,,html-keyboard-response,135,194553,0.0-1.0-222.0,0,0,12,,,,,,31.0,,1.0,,,,,,,,,,,,,,,,,,,,183.0,1.5,
136,,iti,,html-keyboard-response,136,195556,0.0-1.0-224.0,0,0,12,,,,,,31.0,,1.0,,,,,,,,,,,,,,,,,,,,184.0,1.0,
137,,rl_choice,,html-keyboard-response,137,197062,0.0-1.0-226.0,0,0,12,,,,,,32.0,32.0,1.0,easy,1000.0,3500.0,1.0,80.0,20.0,60.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,185.5,1.5,1.0
138,,rl_choice_warning,,html-keyboard-response,138,198067,0.0-1.0-228.0-0.0,0,0,12,,,,,,32.0,,1.0,,,,,,,,,,,,,,,,,,,,186.5,1.0,
139,,isi,,html-keyboard-response,139,201572,0.0-1.0-229.0,0,0,12,,,,,,32.0,,1.0,,,,,,,,,,,,,,,,,,,,190.0,3.5,
140,,iti,,html-keyboard-response,140,202576,0.0-1.0-231.0,0,0,12,,,,,,32.0,,1.0,,,,,,,,,,,,,,,,,,,,191.0,1.0,
141,,rl_choice,,html-keyboard-response,141,204078,0.0-1.0-233.0,0,0,12,,,,,,33.0,33.0,1.0,hard,2000.0,1500.0,1.0,60.0,40.0,40.0,20.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,192.5,1.5,1.0
142,,rl_choice_warning,,html-keyboard-response,142,205083,0.0-1.0-235.0-0.0,0,0,12,,,,,,33.0,,1.0,,,,,,,,,,,,,,,,,,,,193.5,1.0,
143,,isi,,html-keyboard-response,143,206587,0.0-1.0-236.0,0,0,12,,,,,,33.0,,1.0,,,,,,,,,,,,,,,,,,,,195.0,1.5,
144,,iti,,html-keyboard-response,144,208593,0.0-1.0-238.0,0,0,12,,,,,,33.0,,1.0,,,,,,,,,,,,,,,,,,,,197.0,2.0,
145,,rl_choice,,html-keyboard-response,145,210096,0.0-1.0-240.0,0,0,12,,,,,,34.0,34.0,1.0,hard,3000.0,1000.0,0.0,40.0,60.0,20.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,198.5,1.5,1.0
146,,rl_choice_warning,,html-keyboard-response,146,211102,0.0-1.0-242.0-0.0,0,0,12,,,,,,34.0,,1.0,,,,,,,,,,,,,,,,,,,,199.5,1.0,
147,,isi,,html-keyboard-response,147,212105,0.0-1.0-243.0,0,0,12,,,,,,34.0,,1.0,,,,,,,,,,,,,,,,,,,,200.5,1.0,
148,,iti,,html-keyboard-response,148,215107,0.0-1.0-245.0,0,0,12,,,,,,34.0,,1.0,,,,,,,,,,,,,,,,,,,,203.5,3.0,
149,,rl_choice,,html-keyboard-response,149,216610,0.0-1.0-247.0,0,0,12,,,,,,35.0,35.0,1.0,easy,1500.0,1000.0,1.0,80.0,20.0,80.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,205.0,1.5,1.0
150,,rl_choice_warning,,html-keyboard-response,150,217613,0.0-1.0-249.0-0.0,0,0,12,,,,,,35.0,,1.0,,,,,,,,,,,,,,,,,,,,206.0,1.0,
151,,isi,,html-keyboard-response,151,218618,0.0-1.0-250.0,0,0,12,,,,,,35.0,,1.0,,,,,,,,,,,,,,,,,,,,207.0,1.0,
152,,iti,,html-keyboard-response,152,220121,0.0-1.0-252.0,0,0,12,,,,,,35.0,,1.0,,,,,,,,,,,,,,,,,,,,208.5,1.5,
153,,rl_choice,,html-keyboard-response,153,221625,0.0-1.0-254.0,0,0,12,,,,,,36.0,36.0,1.0,easy,1500.0,2000.0,1.0,80.0,20.0,80.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,210.0,1.5,1.0
154,,rl_choice_warning,,html-keyboard-response,154,222627,0.0-1.0-256.0-0.0,0,0,12,,,,,,36.0,,1.0,,,,,,,,,,,,,,,,,,,,211.0,1.0,
155,,isi,,html-keyboard-response,155,224633,0.0-1.0-257.0,0,0,12,,,,,,36.0,,1.0,,,,,,,,,,,,,,,,,,,,213.0,2.0,
156,,iti,,html-keyboard-response,156,226137,0.0-1.0-259.0,0,0,12,,,,,,36.0,,1.0,,,,,,,,,,,,,,,,,,,,214.5,1.5,
157,,rl_choice,,html-keyboard-response,157,227643,0.0-1.0-261.0,0,0,12,,,,,,37.0,37.0,1.0,easy,2000.0,1000.0,1.0,80.0,20.0,60.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,216.0,1.5,1.0
158,,rl_choice_warning,,html-keyboard-response,158,228649,0.0-1.0-263.0-0.0,0,0,12,,,,,,37.0,,1.0,,,,,,,,,,,,,,,,,,,,217.0,1.0,
159,,isi,,html-keyboard-response,159,229654,0.0-1.0-264.0,0,0,12,,,,,,37.0,,1.0,,,,,,,,,,,,,,,,,,,,218.0,1.0,
160,,iti,,html-keyboard-response,160,231656,0.0-1.0-266.0,0,0,12,,,,,,37.0,,1.0,,,,,,,,,,,,,,,,,,,,220.0,2.0,
161,,rl_choice,,html-keyboard-response,161,233162,0.0-1.0-268.0,0,0,12,,,,,,38.0,38.0,1.0,easy,3500.0,1500.0,0.0,20.0,80.0,40.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,221.5,1.5,1.0
162,,rl_choice_warning,,html-keyboard-response,162,234165,0.0-1.0-270.0-0.0,0,0,12,,,,,,38.0,,1.0,,,,,,,,,,,,,,,,,,,,222.5,1.0,
163,,isi,,html-keyboard-response,163,235668,0.0-1.0-271.0,0,0,12,,,,,,38.0,,1.0,,,,,,,,,,,,,,,,,,,,224.0,1.5,
164,,iti,,html-keyboard-response,164,239171,0.0-1.0-273.0,0,0,12,,,,,,38.0,,1.0,,,,,,,,,,,,,,,,,,,,227.5,3.5,
165,,rl_choice,,html-keyboard-response,165,240678,0.0-1.0-275.0,0,0,12,,,,,,39.0,39.0,1.0,easy,1000.0,1000.0,1.0,80.0,20.0,60.0,20.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,229.0,1.5,1.0
166,,rl_choice_warning,,html-keyboard-response,166,241684,0.0-1.0-277.0-0.0,0,0,12,,,,,,39.0,,1.0,,,,,,,,,,,,,,,,,,,,230.0,1.0,
167,,isi,,html-keyboard-response,167,242689,0.0-1.0-278.0,0,0,12,,,,,,39.0,,1.0,,,,,,,,,,,,,,,,,,,,231.0,1.0,
168,,iti,,html-keyboard-response,168,243694,0.0-1.0-280.0,0,0,12,,,,,,39.0,,1.0,,,,,,,,,,,,,,,,,,,,232.0,1.0,
169,,block_over,,html-keyboard-response,169,247217,0.0-1.0-281.0-0.0,0,0,12,,3521.0,,,50.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
170,,start_run,,html-keyboard-response,170,248213,0.0-1.0-281.0-1.0,0,0,12,,994.0,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,
171,,rl_choice,,html-keyboard-response,171,248507,0.0-1.0-282.0,0,0,12,,292.0,,,51.0,40.0,40.0,2.0,hard,1000.0,2000.0,0.0,40.0,60.0,40.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,0.0,60.0,40.0,40.0,40.0,D,C,0.292,0.292,0.0
172,,rl_choice_confirmation,,html-keyboard-response,172,249719,0.0-1.0-283.0-0.0,0,0,12,,,,,,40.0,,2.0,,,,,,,,,,,,,,,,,,,,1.5,1.208,
173,,isi,,html-keyboard-response,173,251724,0.0-1.0-285.0,0,0,12,,,,,,40.0,,2.0,,,,,,,,,,,,,,,,,,,,3.5,2.0,
174,,feedback,,html-keyboard-response,174,252727,0.0-1.0-286.0-0.0,0,0,12,,,,,,40.0,,2.0,,,,,,,,,,,,,,,,,,,,4.5,1.0,
175,,iti,,html-keyboard-response,175,253731,0.0-1.0-287.0,0,0,12,,,,,,40.0,,2.0,,,,,,,,,,,,,,,,,,,,5.5,1.0,
176,,rl_choice,,html-keyboard-response,176,253827,0.0-1.0-289.0,0,0,12,,94.0,,,50.0,41.0,41.0,2.0,hard,1000.0,3000.0,1.0,60.0,40.0,40.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,1.0,60.0,40.0,40.0,60.0,D,C,5.593999999999999,0.094,0.0
177,,rl_choice_confirmation,,html-keyboard-response,177,255237,0.0-1.0-290.0-0.0,0,0,12,,,,,,41.0,,2.0,,,,,,,,,,,,,,,,,,,,7.0,1.406,
178,,isi,,html-keyboard-response,178,258242,0.0-1.0-292.0,0,0,12,,,,,,41.0,,2.0,,,,,,,,,,,,,,,,,,,,10.0,3.0,
179,,feedback,,html-keyboard-response,179,259246,0.0-1.0-293.0-0.0,0,0,12,,,,,,41.0,,2.0,,,,,,,,,,,,,,,,,,,,11.0,1.0,
180,,iti,,html-keyboard-response,180,260250,0.0-1.0-294.0,0,0,12,,,,,,41.0,,2.0,,,,,,,,,,,,,,,,,,,,12.0,1.0,
181,,rl_choice,,html-keyboard-response,181,261752,0.0-1.0-296.0,0,0,12,,,,,,42.0,42.0,2.0,hard,1000.0,1000.0,0.0,40.0,60.0,40.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,13.5,1.5,1.0
182,,rl_choice_warning,,html-keyboard-response,182,262753,0.0-1.0-298.0-0.0,1,0,12,,,,,,42.0,,2.0,,,,,,,,,,,,,,,,,,,,14.5,1.0,
183,,isi,,html-keyboard-response,183,263756,0.0-1.0-299.0,0,0,12,,,,,,42.0,,2.0,,,,,,,,,,,,,,,,,,,,15.5,1.0,
184,,iti,,html-keyboard-response,184,264759,0.0-1.0-301.0,0,0,12,,,,,,42.0,,2.0,,,,,,,,,,,,,,,,,,,,16.5,1.0,
185,,rl_choice,,html-keyboard-response,185,266263,0.0-1.0-303.0,0,0,12,,,,,,43.0,43.0,2.0,easy,1500.0,2000.0,0.0,20.0,80.0,0.0,60.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,18.0,1.5,1.0
186,,rl_choice_warning,,html-keyboard-response,186,267267,0.0-1.0-305.0-0.0,1,0,12,,,,,,43.0,,2.0,,,,,,,,,,,,,,,,,,,,19.0,1.0,
187,,isi,,html-keyboard-response,187,269272,0.0-1.0-306.0,0,0,12,,,,,,43.0,,2.0,,,,,,,,,,,,,,,,,,,,21.0,2.0,
188,,iti,,html-keyboard-response,188,270776,0.0-1.0-308.0,0,0,12,,,,,,43.0,,2.0,,,,,,,,,,,,,,,,,,,,22.5,1.5,
189,,rl_choice,,html-keyboard-response,189,272282,0.0-1.0-310.0,0,0,12,,,,,,44.0,44.0,2.0,hard,1000.0,1500.0,0.0,40.0,60.0,60.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,24.0,1.5,1.0
190,,rl_choice_warning,,html-keyboard-response,190,273288,0.0-1.0-312.0-0.0,1,0,12,,,,,,44.0,,2.0,,,,,,,,,,,,,,,,,,,,25.0,1.0,
191,,isi,,html-keyboard-response,191,274794,0.0-1.0-313.0,0,0,12,,,,,,44.0,,2.0,,,,,,,,,,,,,,,,,,,,26.5,1.5,
192,,iti,,html-keyboard-response,192,275800,0.0-1.0-315.0,0,0,12,,,,,,44.0,,2.0,,,,,,,,,,,,,,,,,,,,27.5,1.0,
193,,rl_choice,,html-keyboard-response,193,277305,0.0-1.0-317.0,0,0,12,,,,,,45.0,45.0,2.0,hard,2000.0,2000.0,0.0,40.0,60.0,40.0,60.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,29.0,1.5,1.0
194,,rl_choice_warning,,html-keyboard-response,194,278309,0.0-1.0-319.0-0.0,1,0,12,,,,,,45.0,,2.0,,,,,,,,,,,,,,,,,,,,30.0,1.0,
195,,isi,,html-keyboard-response,195,280313,0.0-1.0-320.0,0,0,12,,,,,,45.0,,2.0,,,,,,,,,,,,,,,,,,,,32.0,2.0,
196,,iti,,html-keyboard-response,196,282317,0.0-1.0-322.0,0,0,12,,,,,,45.0,,2.0,,,,,,,,,,,,,,,,,,,,34.0,2.0,
197,,rl_choice,,html-keyboard-response,197,283821,0.0-1.0-324.0,0,0,12,,,,,,46.0,46.0,2.0,hard,2000.0,2000.0,0.0,40.0,60.0,40.0,40.0,C,D,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,,,,,,,,35.5,1.5,1.0
198,,rl_choice_warning,,html-keyboard-response,198,284828,0.0-1.0-326.0-0.0,1,0,12,,,,,,46.0,,2.0,,,,,,,,,,,,,,,,,,,,36.5,1.0,
199,,isi,,html-keyboard-response,199,286829,0.0-1.0-327.0,0,0,12,,,,,,46.0,,2.0,,,,,,,,,,,,,,,,,,,,38.5,2.0,
200,,iti,,html-keyboard-response,200,288833,0.0-1.0-329.0,0,0,12,,,,,,46.0,,2.0,,,,,,,,,,,,,,,,,,,,40.5,2.0,
201,,rl_choice,,html-keyboard-response,201,290338,0.0-1.0-331.0,0,0,12,,,,,,47.0,47.0,2.0,hard,1500.0,1500.0,1.0,60.0,40.0,80.0,20.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,42.0,1.5,1.0
202,,rl_choice_warning,,html-keyboard-response,202,291343,0.0-1.0-333.0-0.0,1,0,12,,,,,,47.0,,2.0,,,,,,,,,,,,,,,,,,,,43.0,1.0,
203,,isi,,html-keyboard-response,203,292845,0.0-1.0-334.0,0,0,12,,,,,,47.0,,2.0,,,,,,,,,,,,,,,,,,,,44.5,1.5,
204,,iti,,html-keyboard-response,204,294351,0.0-1.0-336.0,0,0,12,,,,,,47.0,,2.0,,,,,,,,,,,,,,,,,,,,46.0,1.5,
205,,rl_choice,,html-keyboard-response,205,295855,0.0-1.0-338.0,0,0,12,,,,,,48.0,48.0,2.0,easy,3500.0,1000.0,1.0,80.0,20.0,60.0,0.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,47.5,1.5,1.0
206,,rl_choice_warning,,html-keyboard-response,206,296861,0.0-1.0-340.0-0.0,1,0,12,,,,,,48.0,,2.0,,,,,,,,,,,,,,,,,,,,48.5,1.0,
207,,isi,,html-keyboard-response,207,297866,0.0-1.0-341.0,0,0,12,,,,,,48.0,,2.0,,,,,,,,,,,,,,,,,,,,49.5,1.0,
208,,iti,,html-keyboard-response,208,301373,0.0-1.0-343.0,0,0,12,,,,,,48.0,,2.0,,,,,,,,,,,,,,,,,,,,53.0,3.5,
209,,rl_choice,,html-keyboard-response,209,302880,0.0-1.0-345.0,0,0,12,,,,,,49.0,49.0,2.0,hard,1000.0,3500.0,1.0,60.0,40.0,80.0,20.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,54.5,1.5,1.0
210,,rl_choice_warning,,html-keyboard-response,210,303882,0.0-1.0-347.0-0.0,1,0,12,,,,,,49.0,,2.0,,,,,,,,,,,,,,,,,,,,55.5,1.0,
211,,isi,,html-keyboard-response,211,307387,0.0-1.0-348.0,0,0,12,,,,,,49.0,,2.0,,,,,,,,,,,,,,,,,,,,59.0,3.5,
212,,iti,,html-keyboard-response,212,308390,0.0-1.0-350.0,0,0,12,,,,,,49.0,,2.0,,,,,,,,,,,,,,,,,,,,60.0,1.0,
213,,rl_choice,,html-keyboard-response,213,309895,0.0-1.0-352.0,0,0,12,,,,,,50.0,50.0,2.0,easy,1000.0,1500.0,1.0,80.0,20.0,80.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,61.5,1.5,1.0
214,,rl_choice_warning,,html-keyboard-response,214,310899,0.0-1.0-354.0-0.0,1,0,12,,,,,,50.0,,2.0,,,,,,,,,,,,,,,,,,,,62.5,1.0,
215,,isi,,html-keyboard-response,215,312404,0.0-1.0-355.0,0,0,12,,,,,,50.0,,2.0,,,,,,,,,,,,,,,,,,,,64.0,1.5,
216,,iti,,html-keyboard-response,216,313410,0.0-1.0-357.0,0,0,12,,,,,,50.0,,2.0,,,,,,,,,,,,,,,,,,,,65.0,1.0,
217,,rl_choice,,html-keyboard-response,217,314913,0.0-1.0-359.0,0,0,12,,,,,,51.0,51.0,2.0,easy,1000.0,2000.0,0.0,20.0,80.0,0.0,100.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,66.5,1.5,1.0
218,,rl_choice_warning,,html-keyboard-response,218,315919,0.0-1.0-361.0-0.0,1,0,12,,,,,,51.0,,2.0,,,,,,,,,,,,,,,,,,,,67.5,1.0,
219,,isi,,html-keyboard-response,219,317923,0.0-1.0-362.0,0,0,12,,,,,,51.0,,2.0,,,,,,,,,,,,,,,,,,,,69.5,2.0,
220,,iti,,html-keyboard-response,220,318928,0.0-1.0-364.0,0,0,12,,,,,,51.0,,2.0,,,,,,,,,,,,,,,,,,,,70.5,1.0,
221,,rl_choice,,html-keyboard-response,221,320435,0.0-1.0-366.0,0,0,12,,,,,,52.0,52.0,2.0,easy,3000.0,1500.0,0.0,20.0,80.0,40.0,80.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,72.0,1.5,1.0
222,,rl_choice_warning,,html-keyboard-response,222,321440,0.0-1.0-368.0-0.0,1,0,12,,,,,,52.0,,2.0,,,,,,,,,,,,,,,,,,,,73.0,1.0,
223,,isi,,html-keyboard-response,223,322943,0.0-1.0-369.0,0,0,12,,,,,,52.0,,2.0,,,,,,,,,,,,,,,,,,,,74.5,1.5,
224,,iti,,html-keyboard-response,224,325949,0.0-1.0-371.0,0,0,12,,,,,,52.0,,2.0,,,,,,,,,,,,,,,,,,,,77.5,3.0,
225,,rl_choice,,html-keyboard-response,225,327453,0.0-1.0-373.0,0,0,12,,,,,,53.0,53.0,2.0,hard,2000.0,1000.0,1.0,60.0,40.0,60.0,40.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,79.0,1.5,1.0
226,,rl_choice_warning,,html-keyboard-response,226,328455,0.0-1.0-375.0-0.0,1,0,12,,,,,,53.0,,2.0,,,,,,,,,,,,,,,,,,,,80.0,1.0,
227,,isi,,html-keyboard-response,227,329460,0.0-1.0-376.0,0,0,12,,,,,,53.0,,2.0,,,,,,,,,,,,,,,,,,,,81.0,1.0,
228,,iti,,html-keyboard-response,228,331463,0.0-1.0-378.0,0,0,12,,,,,,53.0,,2.0,,,,,,,,,,,,,,,,,,,,83.0,2.0,
229,,rl_choice,,html-keyboard-response,229,332969,0.0-1.0-380.0,0,0,12,,,,,,54.0,54.0,2.0,easy,2000.0,1500.0,0.0,20.0,80.0,0.0,100.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,84.5,1.5,1.0
230,,rl_choice_warning,,html-keyboard-response,230,333975,0.0-1.0-382.0-0.0,1,0,12,,,,,,54.0,,2.0,,,,,,,,,,,,,,,,,,,,85.5,1.0,
231,,isi,,html-keyboard-response,231,335478,0.0-1.0-383.0,0,0,12,,,,,,54.0,,2.0,,,,,,,,,,,,,,,,,,,,87.0,1.5,
232,,iti,,html-keyboard-response,232,337482,0.0-1.0-385.0,0,0,12,,,,,,54.0,,2.0,,,,,,,,,,,,,,,,,,,,89.0,2.0,
233,,rl_choice,,html-keyboard-response,233,338985,0.0-1.0-387.0,0,0,12,,,,,,55.0,55.0,2.0,easy,1000.0,1000.0,0.0,20.0,80.0,40.0,100.0,A,B,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,,,,,,,,90.5,1.5,1.0
234,,rl_choice_warning,,html-keyboard-response,234,339990,0.0-1.0-389.0-0.0,1,0,12,,,,,,55.0,,2.0,,,,,,,,,,,,,,,,,,,,91.5,1.0,
235,,isi,,html-keyboard-response,235,340995,0.0-1.0-390.0,0,0,12,,,,,,55.0,,2.0,,,,,,,,,,,,,,,,,,,,92.5,1.0,
236,,iti,,html-keyboard-response,236,342000,0.0-1.0-392.0,0,0,12,,,,,,55.0,,2.0,,,,,,,,,,,,,,,,,,,,93.5,1.0,
237,,rl_choice,,html-keyboard-response,237,343502,0.0-1.0-394.0,0,0,12,,,,,,56.0,56.0,2.0,hard,2000.0,1000.0,1.0,60.0,40.0,60.0,20.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,95.0,1.5,1.0
238,,rl_choice_warning,,html-keyboard-response,238,344507,0.0-1.0-396.0-0.0,1,0,12,,,,,,56.0,,2.0,,,,,,,,,,,,,,,,,,,,96.0,1.0,
239,,isi,,html-keyboard-response,239,345512,0.0-1.0-397.0,0,0,12,,,,,,56.0,,2.0,,,,,,,,,,,,,,,,,,,,97.0,1.0,
240,,iti,,html-keyboard-response,240,347519,0.0-1.0-399.0,0,0,12,,,,,,56.0,,2.0,,,,,,,,,,,,,,,,,,,,99.0,2.0,
241,,rl_choice,,html-keyboard-response,241,349021,0.0-1.0-401.0,0,0,12,,,,,,57.0,57.0,2.0,easy,1000.0,2000.0,1.0,80.0,20.0,80.0,0.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,100.5,1.5,1.0
242,,rl_choice_warning,,html-keyboard-response,242,350027,0.0-1.0-403.0-0.0,1,0,12,,,,,,57.0,,2.0,,,,,,,,,,,,,,,,,,,,101.5,1.0,
243,,isi,,html-keyboard-response,243,352032,0.0-1.0-404.0,0,0,12,,,,,,57.0,,2.0,,,,,,,,,,,,,,,,,,,,103.5,2.0,
244,,iti,,html-keyboard-response,244,353035,0.0-1.0-406.0,0,0,12,,,,,,57.0,,2.0,,,,,,,,,,,,,,,,,,,,104.5,1.0,
245,,rl_choice,,html-keyboard-response,245,354540,0.0-1.0-408.0,0,0,12,,,,,,58.0,58.0,2.0,hard,1000.0,1500.0,1.0,60.0,40.0,60.0,60.0,D,C,/static/Simple_RL/Stimuli/Fractals_stims/D.jpg,/static/Simple_RL/Stimuli/Fractals_stims/C.jpg,,,,,,,,106.0,1.5,1.0
246,,rl_choice_warning,,html-keyboard-response,246,355545,0.0-1.0-410.0-0.0,1,0,12,,,,,,58.0,,2.0,,,,,,,,,,,,,,,,,,,,107.0,1.0,
247,,isi,,html-keyboard-response,247,357047,0.0-1.0-411.0,0,0,12,,,,,,58.0,,2.0,,,,,,,,,,,,,,,,,,,,108.5,1.5,
248,,iti,,html-keyboard-response,248,358053,0.0-1.0-413.0,0,0,12,,,,,,58.0,,2.0,,,,,,,,,,,,,,,,,,,,109.5,1.0,
249,,rl_choice,,html-keyboard-response,249,359557,0.0-1.0-415.0,0,0,12,,,,,,59.0,59.0,2.0,easy,1500.0,3000.0,1.0,80.0,20.0,80.0,40.0,B,A,/static/Simple_RL/Stimuli/Fractals_stims/B.jpg,/static/Simple_RL/Stimuli/Fractals_stims/A.jpg,,,,,,,,111.0,1.5,1.0
250,,rl_choice_warning,,html-keyboard-response,250,360562,0.0-1.0-417.0-0.0,1,0,12,,,,,,59.0,,2.0,,,,,,,,,,,,,,,,,,,,112.0,1.0,
251,,isi,,html-keyboard-response,251,363568,0.0-1.0-418.0,0,0,12,,,,,,59.0,,2.0,,,,,,,,,,,,,,,,,,,,115.0,3.0,
252,,iti,,html-keyboard-response,252,365074,0.0-1.0-420.0,0,0,12,,,,,,59.0,,2.0,,,,,,,,,,,,,,,,,,,,116.5,1.5,
